hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	chunks	dataset	hardware_type	node_type	threads
72/d7152b	138	3787205.pbs02	similarity_chunk	breast.003.001/5	similarity_chunk (breast.003.001/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633913705649	1633914886939	1633915661464	1955815	779200		194.6	0.1	407142400.0	11438067712.0	407142400.0	11572338688.0	19629054.0	2529834607.0	2858.0	1207.0	50651843.0	2529825553.0	16578.0	30074.0	/scratch1/btsheal/work/72/d7152b5b47d94e84a35300e4bfa65c			12	breast.003.001	v100	18b	2
72/e4b174	8	3752187.pbs02	similarity_chunk	breast.002.001/2	similarity_chunk (breast.002.001/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439365146	1633439371832	1633440172240	807094	787210		196.9	0.2	373968896.0	15665467392.0	376877056.0	15729410048.0	13353389.0	836663996.0	1888.0	698.0	44734863.0	836652919.0	4867.0	28526.0	/scratch1/btsheal/work/72/e4b174ad6fd47996eba299decb0626			16	breast.002.001	p100	16	2
72/f8811e	10	3678910.pbs02	similarity_chunk	breast.001.003/5	similarity_chunk (breast.001.003/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884198389	1632884209952	1632884841945	643556	631809		197.0	0.3	441942016.0	15950106624.0	460578816.0	16030834688.0	19143233.0	652689117.0	2174.0	422.0	50524163.0	652679883.0	4156.0	20981.0	/scratch1/btsheal/work/72/f8811eb9633af792ad60178ee1da29			16	breast.001.003	p100	16	2
73/15b396	18	3614361.pbs02	similarity_chunk	breast.001.001/1	similarity_chunk (breast.001.001/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632336554734	1632418898210	1632459292368	122737634	40368705		99.8	0.2	140165120.0	1188028416.0	140165120.0	1188081664.0	7303687.0	845659069.0	1250.0	542.0	41057146.0	845645579.0	26496.0	97287.0	/scratch1/btsheal/work/73/15b396f7abbf2371d3ecbfda1a92b0			4	breast.001.001	cpu	7a	2
73/37cb3a	198	3757046.pbs02	similarity_chunk	breast.002.004/9	similarity_chunk (breast.002.004/9)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633467515372	1633471785758	1633475334352	7818980	3571077		197.2	0.3	433340416.0	16182505472.0	473890816.0	16299999232.0	48364124.0	3429231690.0	4026.0	698.0	79744569.0	3429220219.0	27098.0	139102.0	/scratch1/btsheal/work/73/37cb3a25f8a3b74150bf00fc1e3009			16	breast.002.004	p100	16	2
73/555e39	53	3776376.pbs02	similarity_chunk	breast.002.002/0	similarity_chunk (breast.002.002/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633783756938	1633788956031	1633790128336	6371398	1158594		196.1	0.1	448294912.0	11638784000.0	448294912.0	11705946112.0	25392304.0	3388932689.0	3115.0	919.0	56415713.0	3388924266.0	9799.0	40975.0	/scratch1/btsheal/work/73/555e3964023cd23265a600af8ad84e			8	breast.002.002	v100	18b	2
73/b5a700	85	3752679.pbs02	similarity_chunk	breast.004.001/8	similarity_chunk (breast.004.001/8)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633445254217	1633452045914	1633455276919	10022702	3232672		197.9	0.3	399138816.0	15717052416.0	399138816.0	15759048704.0	25130351.0	3292448942.0	2881.0	1551.0	56504537.0	3292435078.0	25521.0	118934.0	/scratch1/btsheal/work/73/b5a700d9c71d91c7018c457d669b76			16	breast.004.001	p100	17	2
73/d22ae7	37	3814209.pbs02	similarity_chunk	breast.003.003/8	similarity_chunk (breast.003.003/8)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034760432	1634034769011	1634036663253	1902821	1893776		197.0	0.1	513265664.0	11773640704.0	513277952.0	11874353152.0	54579754.0	5752175548.0	4916.0	997.0	85607052.0	5752166985.0	12098.0	74196.0	/scratch1/btsheal/work/73/d22ae752a4f8e7678b9b2191918b7a			16	breast.003.003	v100	18b	2
74/16f3fb	33	3814205.pbs02	similarity_chunk	breast.003.003/4	similarity_chunk (breast.003.003/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034741332	1634034749016	1634036602480	1861148	1852694		197.1	0.1	506351616.0	11773673472.0	506355712.0	11807277056.0	54579513.0	5701505614.0	4918.0	991.0	85608076.0	5701497094.0	9899.0	68640.0	/scratch1/btsheal/work/74/16f3fb9d64cc76ccdad4cd5023c4b3			16	breast.003.003	v100	18b	2
74/2bccce	179	3756425.pbs02	similarity_chunk	breast.003.001/6	similarity_chunk (breast.003.001/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633465611947	1633465626536	1633467499618	1887671	1871439		198.2	0.3	385642496.0	15665995776.0	385642496.0	15724769280.0	19249787.0	1909861149.0	2366.0	1054.0	50625219.0	1909848678.0	27440.0	63308.0	/scratch1/btsheal/work/74/2bccce8a8592edc7d5b48a97636880			16	breast.003.001	p100	16	2
74/3e1581	67	3814240.pbs02	similarity_chunk	breast.004.004/6	similarity_chunk (breast.004.004/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034954335	1634034959908	1634039622375	4668040	4653267		197.4	0.1	538267648.0	12009336832.0	538267648.0	12009390080.0	95503808.0	13637101823.0	7582.0	1480.0	126521584.0	13637091905.0	25015.0	186884.0	/scratch1/btsheal/work/74/3e158108c7fbb9f49d47e913c4ba9f			16	breast.004.004	v100	18b	2
74/8c1d74	17	3636863.pbs02	similarity_chunk	breast.001.003/12	similarity_chunk (breast.001.003/12)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632513775584	1632543886529	1632574234832	60459248	30322961		99.8	0.2	157888512.0	1200644096.0	187289600.0	1234362368.0	18977514.0	650692703.0	1967.0	336.0	49704970.0	650680672.0	18336.0	108866.0	/scratch1/btsheal/work/74/8c1d74ecde5dc4817292cf3b58e2ec			16	breast.001.003	cpu	8a	2
74/94b523	44	3698765.pbs02	similarity_chunk	breast.002.003/0	similarity_chunk (breast.002.003/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633013306368	1633064647108	1633074578641	61272273	9954487		92.0	0.3	434020352.0	15997911040.0	434233344.0	16098623488.0	36674015.0	10182193243.0	3586.0	1550.0	68048249.0	10182179617.0	13876.0	523347.0	/scratch1/btsheal/work/74/94b523e6dcca888de7e1ff6154500f			4	breast.002.003	p100	16	2
75/13c5c1	34	3767624.pbs02	similarity_chunk	breast.002.001/9	similarity_chunk (breast.002.001/9)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633590665920	1633610259312	1633611346642	20680722	1086273		197.7	0.2	365948928.0	15665483776.0	365948928.0	15729430528.0	13353580.0	1111229019.0	1916.0	802.0	44729743.0	1111217246.0	6276.0	37699.0	/scratch1/btsheal/work/75/13c5c1ea0b5912bf5a9954a0220889			12	breast.002.001	p100	16	2
75/4e38c3	14	3679924.pbs02	similarity_chunk	breast.001.001/1	similarity_chunk (breast.001.001/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632898303644	1632898314426	1632898589620	285976	273078		193.6	0.1	384589824.0	11403325440.0	384589824.0	11537596416.0	7852798.0	845819710.0	1955.0	631.0	38877048.0	845812516.0	15298.0	8735.0	/scratch1/btsheal/work/75/4e38c38dfa25c648eda2d18d968e93			4	breast.001.001	v100	18b	2
75/83ff75	24	3752198.pbs02	similarity_chunk	breast.002.001/11	similarity_chunk (breast.002.001/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439401111	1633439436880	1633440274464	873353	820080		197.0	0.2	371953664.0	15685570560.0	371953664.0	15729422336.0	13353345.0	850838910.0	1890.0	700.0	44733844.0	850827659.0	15117.0	27700.0	/scratch1/btsheal/work/75/83ff75373a5c20032d50e962d1b4fd			16	breast.002.001	p100	16	2
75/a0bcfd	3	3678907.pbs02	similarity_chunk	breast.001.003/0	similarity_chunk (breast.001.003/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884184332	1632884194942	1632884801943	617611	605287		195.8	0.3	410140672.0	15916609536.0	439504896.0	15963770880.0	19142898.0	658495272.0	2173.0	423.0	61651971.0	658486093.0	3972.0	21529.0	/scratch1/btsheal/work/75/a0bcfd50ced196cfb099da54fb53f6			16	breast.001.003	p100	16	2
76/3c4a42	38	3776359.pbs02	similarity_chunk	breast.002.004/1	similarity_chunk (breast.002.004/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633783683750	1633786589007	1633788949203	5265453	2372768		198.1	0.1	488726528.0	11940904960.0	488726528.0	12008067072.0	48743644.0	6814098808.0	4542.0	916.0	79767091.0	6814090337.0	14917.0	90088.0	/scratch1/btsheal/work/76/3c4a421d420eb2c749930bad807b72			8	breast.002.004	v100	18b	2
76/6b7e63	23	3722558.pbs02	similarity_chunk	breast.003.003/2	similarity_chunk (breast.003.003/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633258162500	1633258172346	1633269630162	11467662	11440672		199.0	0.3	464121856.0	16026832896.0	464162816.0	16026886144.0	54202493.0	11416955191.0	4698.0	1692.0	96705158.0	11416940982.0	23265.0	430198.0	/scratch1/btsheal/work/76/6b7e6356236fbe5b01a19832503c53			8	breast.003.003	p100	17	2
76/9bcac1	108	3769495.pbs02	similarity_chunk	breast.003.004/11	similarity_chunk (breast.003.004/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633620870927	1633639032009	1633649110738	28239811	10074671		198.1	0.3	489594880.0	16295321600.0	499945472.0	16362483712.0	71742451.0	10025059148.0	5632.0	1256.0	103117470.0	10025045744.0	28680.0	379300.0	/scratch1/btsheal/work/76/9bcac1f1f9f00b7dd6c1a8acf3f648			12	breast.003.004	p100	17	2
76/de4484	80	3777330.pbs02	similarity_chunk	breast.002.003/3	similarity_chunk (breast.002.003/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633787455588	1633792239376	1633793962192	6506604	1713248		196.3	0.1	478384128.0	11739586560.0	499990528.0	11840299008.0	37055576.0	5071700917.0	3831.0	920.0	68074873.0	5071692446.0	21951.0	63754.0	/scratch1/btsheal/work/76/de4484be73436c6443745d2634eaa1			8	breast.002.003	v100	18b	2
77/505bf8	200	3814426.pbs02	similarity_chunk	breast.004.002/11	similarity_chunk (breast.004.002/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634041151334	1634041156786	1634043394277	2242943	2228415		196.9	0.1	464543744.0	11707224064.0	471019520.0	11807936512.0	48817428.0	6751476324.0	4728.0	1482.0	79840504.0	6751466582.0	12377.0	84770.0	/scratch1/btsheal/work/77/505bf849bf4e680f8c22b330a5f867			16	breast.004.002	v100	18b	2
77/cfb1dc	35	3682787.pbs02	similarity_chunk	breast.001.002/14	similarity_chunk (breast.001.002/14)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632922161132	1632922290207	1632922440695	279563	149213		191.8	0.1	413908992.0	11571085312.0	434880512.0	11638247424.0	13678810.0	430355847.0	2245.0	350.0	44703688.0	430349996.0	16447.0	4913.0	/scratch1/btsheal/work/77/cfb1dc00dddff9f207d7e02a2c7a7b			16	breast.001.002	v100	18b	2
77/d99102	157	3814374.pbs02	similarity_chunk	breast.004.001/0	similarity_chunk (breast.004.001/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634040328015	1634040338246	1634041428696	1100681	1092249		194.4	0.1	416284672.0	11438723072.0	416284672.0	11438776320.0	25509284.0	3391967593.0	3307.0	1484.0	56531161.0	3391957877.0	27634.0	40514.0	/scratch1/btsheal/work/77/d99102f88e6f5937b8e2627d983790			16	breast.004.001	v100	18b	2
77/ed24f6	123	3787161.pbs02	similarity_chunk	breast.004.001/2	similarity_chunk (breast.004.001/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633911890122	1633911895972	1633913308372	1418250	1400837		196.4	0.1	413859840.0	11438702592.0	413859840.0	11505864704.0	25510208.0	4493385424.0	3414.0	1865.0	56531161.0	4493374483.0	23143.0	43759.0	/scratch1/btsheal/work/77/ed24f677db495785a570082bd800a8			12	breast.004.001	v100	18b	2
78/12d23e	132	3787196.pbs02	similarity_chunk	breast.004.001/11	similarity_chunk (breast.004.001/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633913450145	1633913455537	1633914762451	1312306	1297308		196.7	0.1	414457856.0	11438710784.0	414457856.0	11572981760.0	25510100.0	4339974409.0	3414.0	1850.0	56531166.0	4339963496.0	23162.0	39211.0	/scratch1/btsheal/work/78/12d23e6c255f059e32ed9ffe367cf8			12	breast.004.001	v100	18b	2
78/57d9ba	9	3685999.pbs02	similarity_chunk	breast.001.003/4	similarity_chunk (breast.001.003/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632932338383	1632932347146	1632932795504	457121	446945		193.1	0.1	433684480.0	11671818240.0	463044608.0	11806089216.0	19526268.0	1310977532.0	2627.0	442.0	50546685.0	1310971110.0	26964.0	16293.0	/scratch1/btsheal/work/78/57d9ba532c0cfe6824aa70c398cb20			8	breast.001.003	v100	18b	2
78/8f6341	27	3786429.pbs02	similarity_chunk	breast.003.003/2	similarity_chunk (breast.003.003/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907383579	1633907393660	1633909917994	2534415	2527928		196.9	0.1	462184448.0	11773657088.0	463417344.0	11874369536.0	54580282.0	7588897520.0	4989.0	1198.0	85602956.0	7588888341.0	27166.0	95638.0	/scratch1/btsheal/work/78/8f6341307aa583cac58e40cadc3226			12	breast.003.003	v100	18b	2
78/adf487	33	3678934.pbs02	similarity_chunk	breast.001.002/12	similarity_chunk (breast.001.002/12)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884303405	1632884857026	1632885306064	1002659	443090		196.9	0.3	396038144.0	15866216448.0	412045312.0	15896600576.0	13300038.0	444216953.0	1819.0	423.0	44678088.0	444207692.0	3168.0	14659.0	/scratch1/btsheal/work/78/adf487681304a0b20eeb118a7f27c5			16	breast.001.002	p100	16	2
79/383e2e	11	3651788.pbs02	similarity_chunk	breast.001.002/7	similarity_chunk (breast.001.002/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632722309961	1632722319451	1632756929232	34619271	34590545		99.8	0.2	160251904.0	1208352768.0	180908032.0	1241964544.0	13134433.0	753104186.0	1611.0	393.0	43861951.0	753091756.0	23280.0	11935.0	/scratch1/btsheal/work/79/383e2eaac2910a2065e2780765c9ea			8	breast.001.002	cpu	8b	2
7a/0d1705	7	3614350.pbs02	similarity_chunk	breast.001.002/2	similarity_chunk (breast.001.002/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632336509078	1632336540179	1632418882768	82373690	82324614		99.8	0.2	172285952.0	1241894912.0	183017472.0	1241948160.0	13134498.0	1700532247.0	1611.0	544.0	43866047.0	1700518648.0	17534.0	76570.0	/scratch1/btsheal/work/7a/0d1705640332762f41c10820260449			4	breast.001.002	cpu	8a	2
7a/487949	16	3679989.pbs02	similarity_chunk	breast.001.001/3	similarity_chunk (breast.001.001/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632909555383	1632910346494	1632911163601	1608218	811891		197.2	0.2	363118592.0	15661641728.0	363118592.0	15795912704.0	7474163.0	830333551.0	1528.0	701.0	38850424.0	830322220.0	27587.0	27139.0	/scratch1/btsheal/work/7a/48794953dc717cf0803a2afcccb2d4			4	breast.001.001	p100	16	2
7a/73fc9e	11	3614354.pbs02	similarity_chunk	breast.001.003/2	similarity_chunk (breast.001.003/2)	FAILED	143		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632336526362	1632336545195	1632423030483	86504121	86485288																/scratch1/btsheal/work/7a/73fc9ecad3b93fbab67ebaf4e0d77c		IGNORE	4	breast.001.003	cpu	8a	2
7a/a1a1a2	31	3682776.pbs02	similarity_chunk	breast.001.002/10	similarity_chunk (breast.001.002/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632922142228	1632922446921	1632922605721	463493	155556		189.8	0.1	406843392.0	11604623360.0	407015424.0	11671785472.0	13678736.0	449847633.0	2247.0	350.0	44703688.0	449841586.0	27913.0	5929.0	/scratch1/btsheal/work/7a/a1a1a2ec7445f553e8eabbac5956bd			16	breast.001.002	v100	18b	2
7a/fbeb87	31	3821992.pbs02	similarity_chunk	breast.003.002/2	similarity_chunk (breast.003.002/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158107920	1634158114782	1634163590365	5482445	5469005		196.9	0.1	465965056.0	11672940544.0	472137728.0	11773652992.0	37114444.0	15173884672.0	4474.0	2899.0	68131584.0	15173870876.0	28904.0	203020.0	/scratch1/btsheal/work/7a/fbeb87ac183050dbfecc1db5e956ab			4	breast.003.002	v100	19a	2
7b/8c6900	30	3698749.pbs02	similarity_chunk	breast.002.002/1	similarity_chunk (breast.002.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633013240344	1633083602393	1633090343633	77103289	6742875		197.4	0.3	434499584.0	15883595776.0	449601536.0	15964307456.0	25014868.0	6665914576.0	2863.0	1562.0	56393185.0	6665900850.0	24779.0	227395.0	/scratch1/btsheal/work/7b/8c69004a7f5f692daec1d10c90efdf			4	breast.002.002	p100	16	2
7b/9efc26	162	3756303.pbs02	similarity_chunk	breast.004.002/5	similarity_chunk (breast.004.002/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633464070051	1633464081623	1633471163600	7093549	7077469		199.0	0.3	438288384.0	15926820864.0	440401920.0	15960424448.0	48438989.0	6772843811.0	4303.0	1547.0	79812851.0	6772829776.0	16450.0	242430.0	/scratch1/btsheal/work/7b/9efc267ac4f8369c5957e6e591dd5e			16	breast.004.002	p100	16	2
7c/19a872	76	3786505.pbs02	similarity_chunk	breast.002.002/3	similarity_chunk (breast.002.002/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633909069798	1633909408662	1633910164493	1094695	752793		195.1	0.1	435761152.0	11638894592.0	437235712.0	11672498176.0	25391753.0	2201872134.0	3058.0	731.0	56415719.0	2201864376.0	27722.0	29499.0	/scratch1/btsheal/work/7c/19a87222953108b8018601a25120d9			12	breast.002.002	v100	18b	2
7c/335cc3	13	3636857.pbs02	similarity_chunk	breast.001.003/7	similarity_chunk (breast.001.003/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632513760708	1632513772965	1632545151454	31390746	31376080		99.8	0.2	165720064.0	1209032704.0	186937344.0	1301393408.0	18977503.0	650464219.0	1966.0	336.0	49709061.0	650452171.0	2494.0	35416.0	/scratch1/btsheal/work/7c/335cc3255e5e9dbcb623114def9b68			16	breast.001.003	cpu	8a	2
7c/c10c81	78	3724276.pbs02	similarity_chunk	breast.002.003/1	similarity_chunk (breast.002.003/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633269403845	1633290508044	1633295646942	26243097	5138410		198.8	0.3	427921408.0	15992705024.0	429023232.0	16026308608.0	36672764.0	5092064964.0	3406.0	984.0	68052345.0	5092052747.0	18765.0	188005.0	/scratch1/btsheal/work/7c/c10c81f6ccccb764553681a7559c49			8	breast.002.003	p100	17	2
7d/2e9fec	32	3786437.pbs02	similarity_chunk	breast.003.003/7	similarity_chunk (breast.003.003/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907414519	1633907422168	1633909928048	2513529	2505975		197.6	0.1	513654784.0	11773632512.0	513658880.0	11807236096.0	54580227.0	7673721691.0	4979.0	1212.0	85602956.0	7673712402.0	27168.0	97312.0	/scratch1/btsheal/work/7d/2e9fecc915d831bbae887942349f09			12	breast.003.003	v100	18b	2
7d/62abd0	91	3814272.pbs02	similarity_chunk	breast.003.002/14	similarity_chunk (breast.003.002/14)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634036456046	1634036460815	1634037711999	1255953	1245323		195.6	0.1	460906496.0	11672969216.0	460910592.0	11773681664.0	37104163.0	3731188326.0	3854.0	989.0	68127499.0	3731179890.0	28521.0	48960.0	/scratch1/btsheal/work/7d/62abd01d37ffc31cd9cb0fdca973f1			16	breast.003.002	v100	18b	2
7d/a4ecd5	45	3698766.pbs02	similarity_chunk	breast.004.003/3	similarity_chunk (breast.004.003/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633013311082	1633091288396	1633132929328	119618246	41659544		90.8	0.3	494821376.0	16066285568.0	495718400.0	16166998016.0	71739364.0	40591436765.0	6797.0	4954.0	103108836.0	40591420974.0	55108.0	2174228.0	/scratch1/btsheal/work/7d/a4ecd502f1010daa7a1c3cb3f8ff01			4	breast.004.003	p100	16	2
7d/e08d17	14	3686014.pbs02	similarity_chunk	breast.001.004/1	similarity_chunk (breast.001.004/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632932361296	1632932372159	1632932991445	630149	621525		193.1	0.1	504745984.0	11873157120.0	505978880.0	11940319232.0	25365105.0	1728260835.0	2980.0	444.0	56393786.0	1728254496.0	5041.0	24066.0	/scratch1/btsheal/work/7d/e08d17d9cdb7011d71f30390484021			8	breast.001.004	v100	18b	2
7d/fec1ad	32	3776353.pbs02	similarity_chunk	breast.004.004/3	similarity_chunk (breast.004.004/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633783655073	1633783664904	1633792888528	9233455	9214052		198.6	0.1	577851392.0	12076355584.0	577855488.0	12143517696.0	95502564.0	27349183317.0	7938.0	2610.0	126566634.0	27349169963.0	46167.0	347736.0	/scratch1/btsheal/work/7d/fec1ad792abfd5986e550a1ad15308			8	breast.004.004	v100	18b	2
7e/2f4145	107	3786648.pbs02	similarity_chunk	breast.003.004/10	similarity_chunk (breast.003.004/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633909977170	1633914362579	1633917951072	7973902	3586683		197.7	0.1	565817344.0	12075687936.0	565817344.0	12209954816.0	72121479.0	10340956459.0	6061.0	1196.0	103144094.0	10340947358.0	26906.0	137833.0	/scratch1/btsheal/work/7e/2f41457f947fcb334c8768ae90bef0			12	breast.003.004	v100	18b	2
7e/31112e	119	3787143.pbs02	similarity_chunk	breast.002.003/10	similarity_chunk (breast.002.003/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633910754872	1633911895834	1633913009368	2254496	1130187		195.4	0.1	481181696.0	11739557888.0	481185792.0	11773161472.0	37050905.0	3399369881.0	3771.0	729.0	68074884.0	3399362104.0	24123.0	44607.0	/scratch1/btsheal/work/7e/31112e5c4778e0ef649c9995e3794a			12	breast.002.003	v100	18b	2
7e/6d0c52	144	3755922.pbs02	similarity_chunk	breast.002.003/3	similarity_chunk (breast.002.003/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633459231015	1633462608089	1633465244423	6013408	2635391		198.3	0.3	418643968.0	15997911040.0	433913856.0	16098623488.0	36671986.0	2554843435.0	3314.0	698.0	68048255.0	2554831995.0	28329.0	100863.0	/scratch1/btsheal/work/7e/6d0c52f587f8bfce2da34949d06d05			16	breast.002.003	p100	16	2
7e/88df43	8	3674771.pbs02	similarity_chunk	breast.001.003/2	similarity_chunk (breast.001.003/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632833342340	1632833353974	1632834597584	1255244	1231322		196.1	0.3	464711680.0	15950127104.0	464715776.0	15950180352.0	19143562.0	1274878071.0	2190.0	519.0	61649917.0	1274868515.0	4189.0	42531.0	/scratch1/btsheal/work/7e/88df4303e1ce43dad4085cbfbb09e7			8	breast.001.003	p100	16	2
7e/a01ee6	57	3698779.pbs02	similarity_chunk	breast.004.002/1	similarity_chunk (breast.004.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633013368156	1633110228669	1633137725648	124357492	27490268		199.2	0.3	439238656.0	15932010496.0	446349312.0	16032722944.0	48447559.0	26823105486.0	5400.0	4920.0	90941677.0	26823082566.0	58704.0	1006656.0	/scratch1/btsheal/work/7e/a01ee62eef6aa6784d4cb840f45c06			4	breast.004.002	p100	17	2
7e/bceeb4	191	3814417.pbs02	similarity_chunk	breast.004.002/2	similarity_chunk (breast.004.002/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634040974582	1634040981124	1634043270870	2296288	2269542		196.5	0.1	486821888.0	11707211776.0	486825984.0	11740815360.0	48817667.0	6769373385.0	4726.0	1488.0	79839475.0	6769363592.0	22008.0	88152.0	/scratch1/btsheal/work/7e/bceeb4c2eef4e2c14fdec0a4d73773			16	breast.004.002	v100	18b	2
