hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	abd_bytes	chunks	dataset	node_type
c1/52b45c	206	3814436.pbs02	similarity_merge	breast.003.003	similarity_merge (breast.003.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1634041362949	1634041373822	1634053463765	12100816	12082196		72.9	0.6	183259136.0	1152331776.0	212279296.0	1181454336.0	91692019667.0	58879775294.0	7250.0	253242897.0	91726806755.0	58879771129.0	9109057.0	15040.0	/scratch1/btsheal/work/c1/52b45c9592136f1d3867ff8f750b10			9.16915e+10	16	breast.003.003	1a
c1/f9e7ef	38	3686340.pbs02	similarity_merge	breast.001.003	similarity_merge (breast.001.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632933409883	1632933419745	1632934786257	1376374	1356910		82.7	0.6	203317248.0	1172684800.0	203317248.0	1172738048.0	10121178481.0	6481426770.0	1298.0	27875786.0	10155969706.0	6481430480.0	957270.0	3492.0	/scratch1/btsheal/work/c1/f9e7ef9a9f17d9c94d3d3e1552835e			1.01207e+10	8	breast.001.003	1a
c2/d3dfcf	217	3814477.pbs02	similarity_merge	breast.004.002	similarity_merge (breast.004.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1634043561028	1634043567173	1634058487504	14926476	14902319		72.8	0.5	159244288.0	1128443904.0	159244288.0	1195606016.0	107606306201.0	68293194382.0	12455.0	430865342.0	107641089121.0	68293190151.0	10422039.0	29284.0	/scratch1/btsheal/work/c2/d3dfcf447d2c76ab78b579fbecd95a			1.07606e+11	16	breast.004.002	1a
c4/425b4e	169	3787583.pbs02	similarity_merge	breast.004.003	similarity_merge (breast.004.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633919317688	1633919324712	1633943040720	23723032	23691666		80.7	1.2	207015936.0	1175953408.0	207015936.0	1176014848.0	162627457011.0	103891108281.0	12438.0	446838958.0	162662250074.0	103891104091.0	22168328.0	26333.0	/scratch1/btsheal/work/c4/425b4e03187a3f5cf29632374c0200			1.62627e+11	12	breast.004.003	2b
cb/46a2a7	215	3757288.pbs02	similarity_merge	breast.003.001	similarity_merge (breast.003.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633473648833	1633473663990	1633477786741	4137908	4123089		84.0	0.4	113627136.0	1082822656.0	114286592.0	1150689280.0	30292565714.0	19171984720.0	7249.0	225543666.0	30327352744.0	19171980790.0	2780563.0	4877.0	/scratch1/btsheal/work/cb/46a2a74671470fe2a3520a09f52742			3.0292e+10	16	breast.003.001	1a
cd/b37d2f	83	3708907.pbs02	similarity_merge	breast.003.004	similarity_merge (breast.003.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633142620096	1633142629538	1633157373648	14753552	14722162		83.3	0.7	220942336.0	1190232064.0	221138944.0	1190289408.0	122707006260.0	79152241918.0	7251.0	258242828.0	122741793420.0	79152237838.0	12705391.0	19763.0	/scratch1/btsheal/work/cd/b37d2fa4a4bc31632b6f08ecd481c5			1.22706e+11	4	breast.003.004	1a
d2/2aee8b	70	3683238.pbs02	similarity_merge	breast.001.001	similarity_merge (breast.001.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632923211072	1632923226002	1632923616278	405206	392137		81.7	0.3	104501248.0	1073684480.0	104501248.0	1140846592.0	3367313428.0	2139533496.0	1297.0	25167771.0	3402100187.0	2139537303.0	350115.0	617.0	/scratch1/btsheal/work/d2/2aee8bae88d433a4815a538d6fbf04			3.36689e+09	16	breast.001.001	1a
d3/a9ee91	73	3648798.pbs02	similarity_merge	breast.001.003	similarity_merge (breast.001.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632669141171	1632669166818	1632670505168	1363997	1336192		74.3	0.6	178049024.0	1147244544.0	178425856.0	1147641856.0	10124694216.0	6483238215.0	1298.0	27883577.0	10159481341.0	6483234393.0	865788.0	2952.0	/scratch1/btsheal/work/d3/a9ee91b584531c804ea2e1e4a163a8			1.01243e+10	16	breast.001.003	1a
d4/e200ca	160	3787254.pbs02	similarity_merge	breast.003.002	similarity_merge (breast.003.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633914700087	1633914706728	1633922371791	7671704	7653787		79.9	0.5	143007744.0	1112416256.0	158969856.0	1128525824.0	60726584781.0	38548052688.0	7249.0	243200405.0	60761371922.0	38548056095.0	6017070.0	18492.0	/scratch1/btsheal/work/d4/e200cac59f2b49f511456ffe722f85			6.0726e+10	12	breast.003.002	1a
d5/c7a3e8	74	3679225.pbs02	similarity_merge	breast.001.004	similarity_merge (breast.001.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632888249006	1632888262708	1632890145489	1896483	1873165		85.2	1.3	213917696.0	1183162368.0	213917696.0	1183215616.0	13679484991.0	8805638501.0	1282.0	28728601.0	13714278058.0	8805634648.0	1850663.0	2851.0	/scratch1/btsheal/work/d5/c7a3e854c316b219824bb2a8ea4334			1.3679e+10	16	breast.001.004	2b
d7/5ebf21	66	3705780.pbs02	similarity_merge	breast.002.004	similarity_merge (breast.002.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633084539017	1633084548908	1633091150034	6611017	6593025		83.0	0.7	219365376.0	1188855808.0	221069312.0	1190772736.0	54676387030.0	35299374813.0	3532.0	115167390.0	54711174212.0	35299378334.0	5400521.0	7764.0	/scratch1/btsheal/work/d7/5ebf211769d1d0719f0f89831fd4af			5.46759e+10	4	breast.002.004	1a
da/284e7f	175	3771121.pbs02	similarity_merge	breast.004.004	similarity_merge (breast.004.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633662915765	1633662925153	1633696916131	34000366	33970578		62.6	0.8	246210560.0	1215922176.0	246210560.0	1215979520.0	218473362461.0	141096564837.0	12456.0	460344212.0	218508149517.0	141096560608.0	21425642.0	31729.0	/scratch1/btsheal/work/da/284e7f219b7ebede7ba0279c1be9d1			2.18473e+11	12	breast.004.004	1a
db/59776e	158	3770699.pbs02	similarity_merge	breast.003.003	similarity_merge (breast.003.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633643218935	1633643229663	1633659402448	16183513	16157485		55.9	0.6	183328768.0	1152651264.0	209367040.0	1178898432.0	91692019673.0	58879776015.0	7250.0	253242899.0	91726810851.0	58879779321.0	8507108.0	14037.0	/scratch1/btsheal/work/db/59776ee9b877fe948bed4f1e6f2f0f			9.16915e+10	12	breast.003.003	1a
dd/619999	115	3777638.pbs02	similarity_merge	breast.002.003	similarity_merge (breast.002.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633798502487	1633798507485	1633804624593	6122106	6104856		77.0	1.1	182263808.0	1151602688.0	203972608.0	1173491712.0	40622174192.0	25979607035.0	3515.0	111737862.0	40656966510.0	25979603070.0	2592276.0	31173.0	/scratch1/btsheal/work/dd/6199993156a7b1597da8d93482a105			4.06217e+10	8	breast.002.003	4
e1/24752f	22	3679940.pbs02	similarity_merge	breast.001.001	similarity_merge (breast.001.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632899462451	1632899478444	1632899887435	424984	408264		77.9	0.3	104345600.0	1073422336.0	114110464.0	1083285504.0	3367313313.0	2139532677.0	1298.0	25167769.0	3402096085.0	2139529111.0	355039.0	586.0	/scratch1/btsheal/work/e1/24752f6d4b901ed59a89090306f902			3.36689e+09	4	breast.001.001	1a
e2/a971d8	111	3729038.pbs02	similarity_merge	breast.003.003	similarity_merge (breast.003.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633292842076	1633292853380	1633303876304	11034228	11008998		83.6	0.6	180957184.0	1150115840.0	209297408.0	1178435584.0	91692019641.0	58879775228.0	7250.0	253242897.0	91726806749.0	58879771129.0	8609928.0	34806.0	/scratch1/btsheal/work/e2/a971d8b1406d76c9e35f1d94af54e9			9.16915e+10	8	breast.003.003	1a
e3/66f384	69	3679102.pbs02	similarity_merge	breast.001.002	similarity_merge (breast.001.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632886839522	1632886852623	1632887706382	866860	847927		83.0	0.5	146124800.0	1128411136.0	158957568.0	1128464384.0	6767356637.0	4278592729.0	1266.0	26992447.0	6802143895.0	4278596444.0	674107.0	2176.0	/scratch1/btsheal/work/e3/66f3846b841ea2e360baffe07d93d7			6.76693e+09	16	breast.001.002	1a
e4/cd5c71	205	3814435.pbs02	similarity_merge	breast.002.001	similarity_merge (breast.002.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1634041347437	1634041358674	1634043328212	1980775	1950578		73.9	0.4	105357312.0	1074409472.0	105357312.0	1074462720.0	13505749676.0	8454391639.0	3531.0	99457269.0	13540540810.0	8454395253.0	1209203.0	2879.0	/scratch1/btsheal/work/e4/cd5c71ead4fd935b9f6305f069c738			1.35053e+10	16	breast.002.001	1a
e7/a5d2a8	41	3658275.pbs02	similarity_merge	breast.001.003	similarity_merge (breast.001.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632783578671	1632783596894	1632784906959	1328288	1295744		78.2	0.5	149610496.0	1119092736.0	176017408.0	1212559360.0	10124694199.0	6483238148.0	1297.0	27883576.0	10159481335.0	6483234393.0	975578.0	1739.0	/scratch1/btsheal/work/e7/a5d2a8d37b3967832c31fd751af9a6			1.01243e+10	8	breast.001.003	1a
e9/0366ac	72	3683326.pbs02	similarity_merge	breast.001.004	similarity_merge (breast.001.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632923456579	1632923466239	1632925112530	1655951	1638098		82.5	0.7	232321024.0	1201651712.0	232321024.0	1201704960.0	13679499191.0	8805638491.0	1299.0	28728600.0	13714286250.0	8805634648.0	1358266.0	2090.0	/scratch1/btsheal/work/e9/0366acfbdc64e2600578a5d996792b			1.3679e+10	16	breast.001.004	1a
ea/507c8c	210	3757200.pbs02	similarity_merge	breast.003.004	similarity_merge (breast.003.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633471392374	1633471411262	1633485762256	14369882	14335145		82.3	0.7	216662016.0	1185812480.0	224645120.0	1193857024.0	122707006397.0	79152242762.0	7251.0	258242831.0	122741797522.0	79152246030.0	12055010.0	14728.0	/scratch1/btsheal/work/ea/507c8c7404c79eb9b77bcf92cb90cb			1.22706e+11	16	breast.003.004	1a
ef/4ee0f1	114	3729162.pbs02	similarity_merge	breast.003.001	similarity_merge (breast.003.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633294223477	1633294235031	1633298291408	4067931	4033634		81.4	0.3	105017344.0	1074421760.0	112291840.0	1081905152.0	30292565625.0	19171984633.0	7249.0	225543666.0	30327348642.0	19171980790.0	3032185.0	13201.0	/scratch1/btsheal/work/ef/4ee0f11341b679587312f19d095ef2			3.0292e+10	8	breast.003.001	1a
f1/379fa9	69	3706356.pbs02	similarity_merge	breast.003.002	similarity_merge (breast.003.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633093407477	1633093411871	1633102039088	8631611	8619345		84.9	0.5	161570816.0	1131208704.0	161775616.0	1131274240.0	60726584626.0	38548052629.0	7249.0	243200405.0	60761371916.0	38548056095.0	5722119.0	39343.0	/scratch1/btsheal/work/f1/379fa9883e97f15be50d788d751670			6.0726e+10	4	breast.003.002	1a
f3/6d9db6	69	3822884.pbs02	similarity_merge	breast.003.003	similarity_merge (breast.003.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1634165826011	1634165830528	1634178895057	13069046	13051244		71.7	0.6	182661120.0	1152348160.0	211398656.0	1181114368.0	91692019319.0	58879775212.0	7219.0	253242897.0	91726806749.0	58879771129.0	8617878.0	14187.0	/scratch1/btsheal/work/f3/6d9db62a355b73a9378ececd3d4732			9.16915e+10	4	breast.003.003	1a
f4/eb5766	165	3770963.pbs02	similarity_merge	breast.003.001	similarity_merge (breast.003.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633651679817	1633651692636	1633656500432	4820615	4791779		67.7	0.4	107548672.0	1076477952.0	116449280.0	1085669376.0	30292565389.0	19171984726.0	7218.0	225543665.0	30327352744.0	19171980790.0	2977227.0	4703.0	/scratch1/btsheal/work/f4/eb57665000e709a8b78aed8b727583			3.0292e+10	12	breast.003.001	1a
fa/cb30f6	207	3757125.pbs02	similarity_merge	breast.003.002	similarity_merge (breast.003.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633469819115	1633469829438	1633477363408	7544293	7518442		83.2	0.5	154365952.0	1123553280.0	160702464.0	1129783296.0	60726584884.0	38548052010.0	7249.0	243200402.0	60761371922.0	38548047903.0	5948819.0	9201.0	/scratch1/btsheal/work/fa/cb30f65732d5ba8c15d6deb22042b1			6.0726e+10	16	breast.003.002	1a
fe/a0ad0e	163	3787283.pbs02	similarity_merge	breast.004.001	similarity_merge (breast.004.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633916199607	1633916202949	1633925291728	9092121	9057900		79.0	0.6	104923136.0	1074069504.0	114782208.0	1084010496.0	53820375516.0	33902838572.0	12400.0	398844878.0	53855168996.0	33902834475.0	7689230.0	10492.0	/scratch1/btsheal/work/fe/a0ad0ece39ca368fdedd521390f68e			5.38198e+10	12	breast.004.001	2b
ff/a852c1	166	3770970.pbs02	similarity_merge	breast.002.003	similarity_merge (breast.002.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633652247128	1633652262094	1633658115660	5868532	5832270		67.9	0.6	204525568.0	1173757952.0	204922880.0	1241210880.0	40622187430.0	25979607074.0	3501.0	111737861.0	40656974708.0	25979603070.0	4148129.0	5635.0	/scratch1/btsheal/work/ff/a852c1e4391e63c88d81bfdb2eca87			4.06217e+10	12	breast.002.003	1a
ff/b0d978	61	3698854.pbs02	similarity_merge	breast.002.001	similarity_merge (breast.002.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633016499960	1633016504904	1633018315472	1815512	1787729		84.9	0.3	104775680.0	1074696192.0	114417664.0	1084481536.0	13505749332.0	8454391515.0	3499.0	99457268.0	13540536708.0	8454395253.0	1356293.0	2269.0	/scratch1/btsheal/work/ff/b0d978e2949956f4c0c574334d8e8a			1.35053e+10	4	breast.002.001	1a
