hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	gene_set	n_genes	n_train_samples	n_perturb_samples
86/60cd1b	313	2659484.pbs02	visualize	gene-set-014	visualize (gene-set-014)	COMPLETED	0			1	86400000			1	1623187951934	1623189008279	1623189103289	1151355	91681		102.6	0.3	392040448	1152090112	443019264	1215004672	481267655	156717044	31449	37387	2582	6766592	4029	207	/scratch1/btsheal/work/86/60cd1b2f9c5048a3ff40ad3bf307e7			gene-set-014	7	407	407
19/433a8f	367	2659748.pbs02	visualize	gene-set-066	visualize (gene-set-066)	COMPLETED	0			1	86400000			1	1623188660290	1623188998330	1623189103339	443049	107063		102.8	0.3	391106560	1152614400	442417152	1215004672	481282687	157466004	42903	37387	68118	6762496	3623	279	/scratch1/btsheal/work/19/433a8f1f3e76c2124f5c2b3388e903			gene-set-066	12	407	407
07/65997b	391	2659876.pbs02	visualize	gene-set-090	visualize (gene-set-090)	COMPLETED	0			1	86400000			1	1623189001436	1623189008366	1623189143358	141922	130913		102.0	0.3	390836224	1156308992	441856000	1218961408	481249197	156611523	33329	37387	39446	6758400	4539	357	/scratch1/btsheal/work/07/65997b1b2c0e907def123df211e6a3			gene-set-090	6	407	407
72/57e3a4	366	2659743.pbs02	visualize	gene-set-063	visualize (gene-set-063)	COMPLETED	0			1	86400000			1	1623188646999	1623189013323	1623189168339	521340	153548		102.2	0.3	393457664	1157423104	442826752	1219018752	481314198	158755322	36042	37387	104982	8425472	4476	1060	/scratch1/btsheal/work/72/57e3a4fbbbca907c6abd29f21d747e			gene-set-063	20	407	407
cb/6c905d	355	2659688.pbs02	visualize	gene-set-054	visualize (gene-set-054)	COMPLETED	0			1	86400000			1	1623188502752	1623189108323	1623189203329	700577	92238		102.7	0.3	391221248	1152352256	442376192	1215004672	481277265	156981387	35657	37387	2582	6762496	2858	210	/scratch1/btsheal/work/cb/6c905df02a688ee2ecdf9dc9282057			gene-set-054	9	407	407
2b/d2f329	381	2659816.pbs02	visualize	gene-set-081	visualize (gene-set-081)	COMPLETED	0			1	86400000			1	1623188843807	1623189058347	1623189218374	374567	157485		101.4	0.3	392851456	1157160960	442523648	1219018752	481300359	158188587	39142	37387	88598	8159232	4473	1302	/scratch1/btsheal/work/2b/d2f3291b8f664b4b6949dd7eed8b48			gene-set-081	17	407	407
e3/6ac5d3	362	2659722.pbs02	visualize	gene-set-061	visualize (gene-set-061)	COMPLETED	0			1	86400000			1	1623188594403	1623189108334	1623189223359	628956	112786		102.6	0.3	391368704	1152876544	442277888	1215004672	481300855	158050034	36715	37387	84502	6762496	3362	400	/scratch1/btsheal/work/e3/6ac5d35f8a8bf7e6773685465936dd			gene-set-061	16	407	407
5f/5c0e6a	333	2659581.pbs02	visualize	gene-set-030	visualize (gene-set-030)	COMPLETED	0			1	86400000			1	1623188214610	1623189148951	1623189308331	1093721	156546		102.0	0.3	392994816	1157431296	442130432	1219026944	481318710	158969991	36175	37387	109078	8425472	4560	416	/scratch1/btsheal/work/5f/5c0e6a3813449a0d4f2964c54916d8			gene-set-030	21	407	407
6e/672e0f	349	2659659.pbs02	visualize	gene-set-048	visualize (gene-set-048)	COMPLETED	0			1	86400000			1	1623188424178	1623189208941	1623189313337	889159	101768		102.4	0.3	391876608	1152876544	442490880	1215004672	481309581	158086485	31014	37387	2582	6782976	4014	223	/scratch1/btsheal/work/6e/672e0f94bfb1984f12e26994f39a08			gene-set-048	16	407	407
3b/f5f613	344	2659633.pbs02	visualize	gene-set-044	visualize (gene-set-044)	COMPLETED	0			1	86400000			1	1623188358584	1623189173309	1623189318334	959750	143296		102.7	0.3	392515584	1156833280	442986496	1218961408	481286679	157756337	39702	37387	76310	6762496	4453	942	/scratch1/btsheal/work/3b/f5f613f9fec73543f46e9bcf600ae9			gene-set-044	14	407	407
df/521062	378	2659801.pbs02	visualize	gene-set-077	visualize (gene-set-077)	COMPLETED	0			1	86400000			1	1623188804640	1623189228367	1623189348366	543726	118121		102.4	0.3	395010048	1153204224	442564608	1215057920	481319855	158734313	40024	37387	104982	8429568	3453	428	/scratch1/btsheal/work/df/5210624687b30649c806dfda22c702			gene-set-077	20	407	407
b2/d776eb	341	2659619.pbs02	visualize	gene-set-040	visualize (gene-set-040)	COMPLETED	0			1	86400000			1	1623188319127	1623189223332	1623189393341	1074214	167181		101.7	0.3	392691712	1157423104	442048512	1219018752	481314285	158759129	33887	37387	104982	8429568	4477	993	/scratch1/btsheal/work/b2/d776ebb451ad45ee207f7a17a2e6fc			gene-set-040	20	407	407
37/56ac81	392	2659881.pbs02	visualize	gene-set-091	visualize (gene-set-091)	COMPLETED	0			1	86400000			1	1623189014647	1623189318397	1623189418377	403730	96774		102.7	0.3	391548928	1152614400	442449920	1215004672	481291420	157470171	45208	37387	68118	6762496	2882	229	/scratch1/btsheal/work/37/56ac813b4d25fe869a6e6252551121			gene-set-091	12	407	407
f9/2df385	373	2659776.pbs02	visualize	gene-set-071	visualize (gene-set-071)	COMPLETED	0			1	86400000			1	1623188738873	1623189313363	1623189448979	710106	134069		102.1	0.3	391766016	1156571136	442658816	1218961408	481258458	156856459	39281	37387	47638	6766592	4500	321	/scratch1/btsheal/work/f9/2df385190db3c42ed9517e2bd27548			gene-set-071	8	407	407
b9/7e1519	390	2659863.pbs02	visualize	gene-set-089	visualize (gene-set-089)	COMPLETED	0			1	86400000			1	1623188961870	1623189358378	1623189458380	496510	99880		102.6	0.3	390905856	1152094208	442331136	1215008768	481254935	156617235	45213	37387	39446	6754304	4459	360	/scratch1/btsheal/work/b9/7e1519e7fbfc8fa8048996268a6ede			gene-set-089	6	407	407
1a/79f3ba	360	2659712.pbs02	visualize	gene-set-059	visualize (gene-set-059)	COMPLETED	0			1	86400000			1	1623188568217	1623189323342	1623189473343	905126	151034		102.6	0.3	392712192	1157427200	442175488	1219022848	481309789	158554590	30986	37387	100886	8429568	4487	1262	/scratch1/btsheal/work/1a/79f3ba61b635000a79832c1b177c54			gene-set-059	19	407	407
cc/2f08f1	354	2659682.pbs02	visualize	gene-set-053	visualize (gene-set-053)	COMPLETED	0			1	86400000			1	1623188489635	1623189423339	1623189518370	1028735	94379		102.4	0.3	391024640	1152352256	442363904	1215004672	481286661	157291914	35703	37387	64022	6762496	4055	218	/scratch1/btsheal/work/cc/2f08f1bcf37131604af086d2e3f0ac			gene-set-053	11	407	407
4a/e7ad21	382	2659822.pbs02	visualize	gene-set-079	visualize (gene-set-079)	COMPLETED	0			1	86400000			1	1623188856885	1623189403371	1623189548396	691511	146589		102.0	0.3	391811072	1156571136	442732544	1218961408	481258141	156851470	39888	37387	47638	6762496	4480	1034	/scratch1/btsheal/work/4a/e7ad2145c70383a51b9a2601ce047c			gene-set-079	8	407	407
19/12e3a1	389	2659858.pbs02	visualize	gene-set-088	visualize (gene-set-088)	COMPLETED	0			1	86400000			1	1623188948646	1623189463367	1623189569017	620371	106209		102.7	0.3	392003584	1152614400	443019264	1215004672	481282811	157449053	41808	37387	68118	6758400	2872	336	/scratch1/btsheal/work/19/12e3a154cc42a7b21737d1602e7001			gene-set-088	12	407	407
7e/fef958	329	2659561.pbs02	visualize	gene-set-029	visualize (gene-set-029)	COMPLETED	0			1	86400000			1	1623188161997	1623189458322	1623189588354	1426357	131054		101.8	0.3	391024640	1156308992	442048512	1218961408	481248970	156617966	35940	37387	39446	6758400	4535	318	/scratch1/btsheal/work/7e/fef958437be02715bfb191d7de0934			gene-set-029	6	407	407
71/a64a47	316	2659499.pbs02	visualize	gene-set-015	visualize (gene-set-015)	COMPLETED	0			1	86400000			1	1623187991497	1623189528348	1623189618353	1626856	91953		102.7	0.3	391430144	1152352256	442892288	1215004672	481272605	156858630	31000	37387	47638	6758400	2878	211	/scratch1/btsheal/work/71/a64a47d0a1c52fd2b5e732a6c4c0ee			gene-set-015	8	407	407
dc/ccec14	340	2659614.pbs02	visualize	gene-set-038	visualize (gene-set-038)	COMPLETED	0			1	86400000			1	1623188306186	1623189483331	1623189618376	1312190	133744		102.7	0.3	391757824	1156571136	442707968	1218961408	481258538	156848911	37213	37387	47638	6762496	4440	648	/scratch1/btsheal/work/dc/ccec14a1aeae7f08acf871803e27df			gene-set-038	8	407	407
69/abe25b	345	2659638.pbs02	visualize	gene-set-043	visualize (gene-set-043)	COMPLETED	0			1	86400000			1	1623188371692	1623189578361	1623189693363	1321671	114434		102.5	0.3	394731520	1152946176	442576896	1215062016	481310612	158399486	31004	37387	96790	8429568	4029	414	/scratch1/btsheal/work/69/abe25bb3b22005345818788df6a862			gene-set-043	18	407	407
3b/aab6b3	364	2659732.pbs02	visualize	gene-set-064	visualize (gene-set-064)	COMPLETED	0			1	86400000			1	1623188620688	1623189558376	1623189708371	1087683	149945		101.9	0.3	442347520	1156833280	442347520	1218961408	481277123	157456396	38166	37387	68118	6762496	4436	1035	/scratch1/btsheal/work/3b/aab6b3ff2c53a4b610650f44b2e69e			gene-set-064	12	407	407
14/0e7c3d	376	2659791.pbs02	visualize	gene-set-076	visualize (gene-set-076)	COMPLETED	0			1	86400000			1	1623188778215	1623189623375	1623189718380	940165	94086		102.8	0.3	391315456	1152352256	442503168	1215004672	481281586	157147987	35274	37387	55830	6766592	4072	217	/scratch1/btsheal/work/14/0e7c3d3e211d823144c136590c19a5			gene-set-076	10	407	407
c4/c6c2da	356	2659693.pbs02	visualize	gene-set-055	visualize (gene-set-055)	COMPLETED	0			1	86400000			1	1623188515855	1623189603365	1623189733371	1217516	130325		102.0	0.3	391081984	1156308992	442138624	1218961408	481249035	156610132	33978	37387	39446	6770688	4534	322	/scratch1/btsheal/work/c4/c6c2da18b837fed4aa6733d14947a4			gene-set-055	6	407	407
61/4c12e4	372	2659772.pbs02	visualize	gene-set-072	visualize (gene-set-072)	COMPLETED	0			1	86400000			1	1623188725662	1623189629067	1623189758380	1032718	129349		102.3	0.3	392560640	1156308992	442511360	1218961408	481248898	156609067	30987	37387	39446	6762496	4432	592	/scratch1/btsheal/work/61/4c12e4f0a424d2f494878b842ae0d0			gene-set-072	6	407	407
ba/2d4460	384	2659832.pbs02	visualize	gene-set-083	visualize (gene-set-083)	COMPLETED	0			1	86400000			1	1623188882994	1623189698388	1623189813393	930399	114744		102.5	0.3	394575872	1152950272	442499072	1215066112	481310359	158371381	37955	37387	92694	8425472	4526	391	/scratch1/btsheal/work/ba/2d4460da24b3738eb306941fb0782e			gene-set-083	18	407	407
dd/412a19	361	2659717.pbs02	visualize	gene-set-060	visualize (gene-set-060)	COMPLETED	0			1	86400000			1	1623188581279	1623189728365	1623189833396	1252117	107558		102.6	0.3	395436032	1153208320	442900480	1215062016	481328881	158762292	30999	37387	2582	8433664	3023	246	/scratch1/btsheal/work/dd/412a1999f65b07e70c06b42179cd53			gene-set-060	20	407	407
0e/f6a643	388	2659852.pbs02	visualize	gene-set-087	visualize (gene-set-087)	COMPLETED	0			1	86400000			1	1623188935506	1623189718401	1623189888417	952911	168203		101.7	0.3	393150464	1157423104	442523648	1219018752	481319108	158960799	37644	37387	109078	8425472	4469	1166	/scratch1/btsheal/work/0e/f6a643856568a7cbc8afdd122ecb17			gene-set-087	21	407	407
b2/b858e0	385	2659837.pbs02	visualize	gene-set-084	visualize (gene-set-084)	COMPLETED	0			1	86400000			1	1623188896096	1623189743387	1623189893416	997320	149478		102.1	0.3	392028160	1157156864	442068992	1219014656	481300636	158204067	30989	37387	88598	8302592	4513	318	/scratch1/btsheal/work/b2/b858e0748e8d027f4dfe95f91e3817			gene-set-084	17	407	407
ca/2fcb63	371	2659767.pbs02	visualize	gene-set-070	visualize (gene-set-070)	COMPLETED	0			1	86400000			1	1623188712501	1623189768379	1623189903408	1190907	136029		102.5	0.3	392093696	1156575232	442679296	1218965504	481272319	157302967	44246	37387	64022	6766592	4478	558	/scratch1/btsheal/work/ca/2fcb63687fe49e9f00fbcd4afc601f			gene-set-070	11	407	407
7d/484408	320	2659517.pbs02	visualize	gene-set-019	visualize (gene-set-019)	COMPLETED	0			1	86400000			1	1623188043721	1623189818379	1623189928387	1884666	109956		102.6	0.3	391442432	1152880640	442376192	1215008768	481296695	157924050	38655	37387	80406	6762496	4467	412	/scratch1/btsheal/work/7d/484408778d5dbbf46d7bdea53add59			gene-set-019	15	407	407
c0/3ca60f	396	2659919.pbs02	visualize	gene-set-095	visualize (gene-set-095)	COMPLETED	0			1	86400000			1	1623189116416	1623189843420	1623189943416	827000	99278		102.6	0.3	391585792	1152876544	442499072	1215004672	481305446	157921656	38503	37387	80406	6762496	4077	219	/scratch1/btsheal/work/c0/3ca60f746855faed04936b44dda911			gene-set-095	15	407	407
73/378a11	377	2659796.pbs02	visualize	gene-set-074	visualize (gene-set-074)	COMPLETED	0			1	86400000			1	1623188791453	1623189938398	1623190043408	1251955	106264		102.7	0.3	390848512	1152352256	442216448	1215004672	481277832	157295496	30992	37387	64022	6766592	2867	340	/scratch1/btsheal/work/73/378a117f49ff8337667bb47282bfc9			gene-set-074	11	407	407
56/c3381e	363	2659727.pbs02	visualize	gene-set-062	visualize (gene-set-062)	COMPLETED	0			1	86400000			1	1623188607538	1623189903398	1623190053401	1445863	150030		101.8	0.3	392204288	1157165056	441954304	1219018752	481304687	158392055	34201	37387	92694	8429568	4585	412	/scratch1/btsheal/work/56/c3381ebd7232f44959a212ecfa7d7b			gene-set-062	18	407	407
59/0441f8	393	2659886.pbs02	visualize	gene-set-092	visualize (gene-set-092)	COMPLETED	0			1	86400000			1	1623189027666	1623189963408	1623190053424	1025758	90675		102.3	0.3	391090176	1152090112	442347520	1215004672	481262833	156559666	39671	37387	2582	6742016	4505	210	/scratch1/btsheal/work/59/0441f8859948737fe7ea10a8a84620			gene-set-092	6	407	407
7b/0844f3	379	2659805.pbs02	visualize	gene-set-078	visualize (gene-set-078)	COMPLETED	0			1	86400000			1	1623188817785	1623189903419	1623190063404	1245619	158794		101.4	0.3	392376320	1157165056	442142720	1219022848	481300001	158199602	39906	37387	88598	8261632	4462	953	/scratch1/btsheal/work/7b/0844f377c2cf22facdc609b10e0c18			gene-set-078	17	407	407
fc/f40349	395	2659902.pbs02	visualize	gene-set-094	visualize (gene-set-094)	COMPLETED	0			1	86400000			1	1623189066600	1623189913416	1623190068410	1001810	156342		102.4	0.3	392126464	1157423104	441683968	1219018752	481319101	158919203	39920	37387	109078	8425472	4482	1087	/scratch1/btsheal/work/fc/f4034956f58b615e026c9f46d6cf31			gene-set-094	21	407	407
be/c663eb	370	2659762.pbs02	visualize	gene-set-069	visualize (gene-set-069)	COMPLETED	0			1	86400000			1	1623188699507	1623190053412	1623190163433	1463926	108694		102.9	0.3	391413760	1152618496	442302464	1215008768	481288010	157619084	40503	37387	72214	6766592	4038	467	/scratch1/btsheal/work/be/c663eb1c765da35a98c6fddf802170			gene-set-069	13	407	407
09/ff56d7	400	2659955.pbs02	visualize	gene-set-099	visualize (gene-set-099)	COMPLETED	0			1	86400000			1	1623189216521	1623190063432	1623190173450	956929	108586		102.1	0.3	396902400	1153208320	442343424	1215062016	481333755	158970339	31015	37387	2582	8425472	3102	256	/scratch1/btsheal/work/09/ff56d799c48efa8a5558e9767b1a63			gene-set-099	21	407	407
12/88440a	398	2659934.pbs02	visualize	gene-set-097	visualize (gene-set-097)	COMPLETED	0			1	86400000			1	1623189156405	1623190063427	1623190198445	1042040	135200		102.0	0.3	391409664	1156571136	441901056	1218961408	481263009	156995596	32860	37387	51734	6758400	4518	333	/scratch1/btsheal/work/12/88440a671db6520f3ad6093ea947eb			gene-set-097	9	407	407
3f/858bae	336	2659595.pbs02	visualize	gene-set-035	visualize (gene-set-035)	COMPLETED	0			1	86400000			1	1623188253965	1623190088389	1623190223426	1969461	133106		102.7	0.3	392085504	1156571136	442572800	1218961408	481258549	156852865	32975	37387	47638	6762496	4445	1074	/scratch1/btsheal/work/3f/858bae5ea75c0237059ee970feeeed			gene-set-035	8	407	407
cb/100548	386	2659842.pbs02	visualize	gene-set-085	visualize (gene-set-085)	COMPLETED	0			1	86400000			1	1623188909279	1623190083401	1623190238438	1329159	154699		101.9	0.3	392081408	1156837376	442257408	1218965504	481286377	157773353	39881	37387	76310	6766592	4449	914	/scratch1/btsheal/work/cb/100548401c932522762bedbb9e0fcd			gene-set-085	14	407	407
83/797f8c	368	2659753.pbs02	visualize	gene-set-067	visualize (gene-set-067)	COMPLETED	0			1	86400000			1	1623188673368	1623190178430	1623190268433	1595065	90574		102.6	0.3	391507968	1152090112	442945536	1215004672	481267922	156710569	39544	37387	43542	6754304	4037	203	/scratch1/btsheal/work/83/797f8c6759cf555d97af2dc3eb9827			gene-set-067	7	407	407
f1/5d2ca7	352	2659673.pbs02	visualize	gene-set-052	visualize (gene-set-052)	COMPLETED	0			1	86400000			1	1623188463380	1623190178428	1623190283430	1820050	103415		102.7	0.3	391225344	1152352256	442564608	1215004672	481269583	157000115	39799	37387	55830	6766592	4499	330	/scratch1/btsheal/work/f1/5d2ca792dda1d531dc33c28a98db06			gene-set-052	9	407	407
de/e83d4d	334	2659586.pbs02	visualize	gene-set-033	visualize (gene-set-033)	COMPLETED	0			1	86400000			1	1623188227706	1623190213421	1623190359939	2132233	146021		101.9	0.3	391356416	1157095424	441868288	1218961408	481291201	157915925	39854	37387	80406	6762496	4517	358	/scratch1/btsheal/work/de/e83d4d8696ffce5574c8d04e5776d3			gene-set-033	15	407	407
c7/e458e3	348	2659653.pbs02	visualize	gene-set-047	visualize (gene-set-047)	COMPLETED	0			1	86400000			1	1623188411020	1623190278423	1623190374937	1963917	97074		102.5	0.3	391487488	1152352256	442494976	1215004672	481285875	157265059	39496	37387	59926	6762496	2893	219	/scratch1/btsheal/work/c7/e458e3dd2e0ee154caf103602a5d4a			gene-set-047	11	407	407
52/bb4c26	332	2659576.pbs02	visualize	gene-set-031	visualize (gene-set-031)	COMPLETED	0			1	86400000			1	1623188201562	1623190248420	1623190394935	2193373	146817		101.7	0.3	391802880	1156575232	442208256	1218965504	481271880	157275960	31825	37387	64022	6758400	4472	749	/scratch1/btsheal/work/52/bb4c26f7cf0f73bb6b6cce8b318067			gene-set-031	11	407	407
dc/6fc84c	350	2659664.pbs02	visualize	gene-set-050	visualize (gene-set-050)	COMPLETED	0			1	86400000			1	1623188437149	1623190243426	1623190394949	1957800	151231		102.5	0.3	393457664	1157423104	442871808	1219018752	481309915	158572339	36335	37387	100886	8429568	4485	600	/scratch1/btsheal/work/dc/6fc84c7c6503b1746c6f8b27db6770			gene-set-050	19	407	407
48/e652e8	387	2659847.pbs02	visualize	gene-set-086	visualize (gene-set-086)	COMPLETED	0			1	86400000			1	1623188922462	1623190374950	1623190489954	1567492	113203		102.6	0.3	392617984	1152876544	443199488	1215004672	481306541	158211779	33482	37387	92694	8331264	4448	370	/scratch1/btsheal/work/48/e652e813a08593f1101ad08bffb918			gene-set-086	17	407	407
ef/bd4be9	399	2659946.pbs02	visualize	gene-set-098	visualize (gene-set-098)	COMPLETED	0			1	86400000			1	1623189191804	1623190404944	1623190504959	1313155	100679		102.8	0.3	392380416	1152876544	443322368	1215004672	481310018	158101192	31003	37387	2582	6856704	4503	229	/scratch1/btsheal/work/ef/bd4be9c24c4045a318db1022524cf1			gene-set-098	16	407	407
e1/3b7e27	380	2659810.pbs02	visualize	gene-set-080	visualize (gene-set-080)	COMPLETED	0			1	86400000			1	1623188830850	1623190374947	1623190519952	1689102	146656		101.9	0.3	391782400	1157095424	441851904	1218961408	481294789	158072004	34804	37387	84502	6770688	4512	347	/scratch1/btsheal/work/e1/3b7e27fc4035f67c17ff038fec8752			gene-set-080	16	407	407
45/8c9604	394	2659892.pbs02	visualize	gene-set-093	visualize (gene-set-093)	COMPLETED	0			1	86400000			1	1623189040731	1623190404938	1623190559955	1519224	155473		101.3	0.3	392597504	1157095424	442654720	1218961408	481295538	158096049	31977	37387	84502	6807552	4491	1361	/scratch1/btsheal/work/45/8c96042c42904e7076a223e984f3c5			gene-set-093	16	407	407
e0/6fe5bb	397	2659924.pbs02	visualize	gene-set-096	visualize (gene-set-096)	COMPLETED	0			1	86400000			1	1623189129580	1623190404941	1623190559967	1430387	154186		102.4	0.3	393154560	1157419008	442310656	1219014656	481314376	158754019	31031	37387	104982	8429568	4461	826	/scratch1/btsheal/work/e0/6fe5bb6f31e23e33c1ff801380c0e3			gene-set-096	20	407	407
f8/cafe01	299	2667603.pbs02	visualize	gene-set-001	visualize (gene-set-001)	COMPLETED	0			1	86400000			1	1623208644411	1623208647742	1623208702010	57599	53272		96.3	0.1	440012800	1212235776	528384000	1274064896	481289390	153884804	31034	37143	467356182	2785280	6373	1744	/scratch1/btsheal/work/f8/cafe01be43db48d4237aeb748a076d			gene-set-001	12	650	164
f8/d6faa5	298	2667597.pbs02	visualize	gene-set-000	visualize (gene-set-000)	COMPLETED	0			1	86400000			1	1623208631380	1623208637010	1623208712010	80630	72070		105.0	0.3	439386112	1203884032	528912384	1266274304	481232201	153640760	34699	37143	151443990	2781184	3710	551	/scratch1/btsheal/work/f8/d6faa578966b46ab22744f4593c7f4			gene-set-000	8	650	164
1d/80ac2a	300	2667608.pbs02	visualize	gene-set-004	visualize (gene-set-004)	COMPLETED	0			1	86400000			1	1623208657506	1623208662006	1623208737009	79503	74810		105.3	0.4	528658432	1221652480	528658432	1266274304	481247247	154138062	32807	37143	151456278	2793472	3736	537	/scratch1/btsheal/work/1d/80ac2ac494d9325fc4c5d27c61869a			gene-set-004	16	650	164
bf/bc6a77	302	2667617.pbs02	visualize	gene-set-005	visualize (gene-set-005)	COMPLETED	0			1	86400000			1	1623208683847	1623208692013	1623208742010	58163	54036		105.1	0.3	439242752	1200185344	528707584	1262313472	481259577	154050285	32526	37143	39410198	2756608	2825	331	/scratch1/btsheal/work/bf/bc6a77f261e96014e2223becb267c5			gene-set-005	15	650	164
f8/00baab	303	2667622.pbs02	visualize	gene-set-002	visualize (gene-set-002)	COMPLETED	0			1	86400000			1	1623208697116	1623208702026	1623208757013	59897	52590		105.6	0.3	439779328	1200185344	529010688	1262313472	481253929	153886003	36112	37143	31254	2781184	2161	247	/scratch1/btsheal/work/f8/00baabc6ac8e516a43eeeadf3eebf6			gene-set-002	12	650	164
09/a66776	306	2667636.pbs02	visualize	gene-set-008	visualize (gene-set-008)	COMPLETED	0			1	86400000			1	1623208736500	1623208742024	1623208797018	60518	55665		93.7	0.1	440942592	1212764160	528551936	1274073088	481306371	154477740	31034	37143	47638	3444736	2297	8897	/scratch1/btsheal/work/09/a66776cf688a2d88591a3fb802a8e7			gene-set-008	21	650	164
8a/8b91f8	305	2667631.pbs02	visualize	gene-set-006	visualize (gene-set-006)	COMPLETED	0			1	86400000			1	1623208723340	1623208732022	1623208807013	83673	76229		105.4	0.3	438149120	1203884032	527917056	1266274304	481232114	153629299	34109	37143	23062	2777088	2145	476	/scratch1/btsheal/work/8a/8b91f87dacc5dff7e112916340b835			gene-set-006	8	650	164
30/2f68d7	308	2667646.pbs02	visualize	gene-set-007	visualize (gene-set-007)	COMPLETED	0			1	86400000			1	1623208762873	1623208767744	1623208822013	59140	54048		105.6	0.3	444481536	1200783360	528732160	1262374912	481270674	154464882	31370	37143	47638	3444736	2151	277	/scratch1/btsheal/work/30/2f68d7d18dca64f7e9aaa1f9cdd6be			gene-set-007	21	650	164
24/67a0f1	309	2667651.pbs02	visualize	gene-set-003	visualize (gene-set-003)	COMPLETED	0			1	86400000			1	1623208775971	1623208782015	1623208832015	56044	50584		105.7	0.3	440000512	1200447488	528883712	1262313472	481263186	154178307	31261	37143	39446	3358720	2133	160	/scratch1/btsheal/work/24/67a0f1d78f4f61c72e6021099bca59			gene-set-003	17	650	164
26/6d35b1	311	2667672.pbs02	visualize	gene-set-009	visualize (gene-set-009)	COMPLETED	0			1	86400000			1	1623208802325	1623208807028	1623208862015	59690	53319		105.8	0.3	438849536	1199923200	528609280	1262313472	481243654	153809494	31093	37143	151448086	2781184	3744	190	/scratch1/btsheal/work/26/6d35b1d6c91ddfcc215818e90ff400			gene-set-009	11	650	164
0a/de1685	310	2667667.pbs02	visualize	gene-set-010	visualize (gene-set-010)	COMPLETED	0			1	86400000			1	1623208789192	1623208797036	1623208877015	87823	78351		105.1	0.4	528863232	1221652480	528863232	1266331648	481256664	154483319	35488	37143	47638	3444736	3749	405	/scratch1/btsheal/work/0a/de1685c3fc7ac7d0fb3f3f2284753c			gene-set-010	21	650	164
25/c21695	312	2667677.pbs02	visualize	gene-set-012	visualize (gene-set-012)	COMPLETED	0			1	86400000			1	1623208815396	1623208822030	1623208897013	81617	74746		104.3	0.3	439095296	1203884032	528498688	1266274304	481228107	153534967	37207	37143	18966	2781184	3287	569	/scratch1/btsheal/work/25/c216953e67d585f5c58dd66f7fd6f7			gene-set-012	6	650	164
a4/b56586	313	2667682.pbs02	visualize	gene-set-011	visualize (gene-set-011)	COMPLETED	0			1	86400000			1	1623208828453	1623208832040	1623208902022	73569	67731		106.7	0.4	478412800	1217429504	528822272	1262051328	481247887	153943292	37195	37143	151452182	2781184	3704	221	/scratch1/btsheal/work/a4/b56586a5cb70d5ba5a5b1a0338823f			gene-set-011	13	650	164
75/d16a3a	314	2667687.pbs02	visualize	gene-set-013	visualize (gene-set-013)	COMPLETED	0			1	86400000			1	1623208841679	1623208847020	1623208912027	70348	65274		106.4	0.3	438718464	1199661056	528547840	1262051328	481238225	153639580	32964	37143	23062	2777088	2132	155	/scratch1/btsheal/work/75/d16a3a21276678ded4963792be31ec			gene-set-013	8	650	164
41/1ba80b	316	2667696.pbs02	visualize	gene-set-016	visualize (gene-set-016)	COMPLETED	0			1	86400000			1	1623208867984	1623208872023	1623208927031	59047	54544		106.2	0.3	438996992	1200185344	528498688	1262313472	481247246	153946571	30994	37143	31254	2785280	2132	187	/scratch1/btsheal/work/41/1ba80bdca79f6b2093db0ff3eb86e9			gene-set-016	13	650	164
54/05de97	317	2667702.pbs02	visualize	gene-set-014	visualize (gene-set-014)	COMPLETED	0			1	86400000			1	1623208881017	1623208887782	1623208957033	76016	68716		105.4	0.3	438652928	1203884032	528179200	1266274304	481230177	153580270	33902	37143	18966	2777088	2163	488	/scratch1/btsheal/work/54/05de97691be8082aa410c86e875151			gene-set-014	7	650	164
32/bbfc65	315	2667692.pbs02	visualize	gene-set-015	visualize (gene-set-015)	COMPLETED	0			1	86400000			1	1623208854844	1623208922025	1623208987028	132184	65731		106.3	0.3	438751232	1199661056	528896000	1262051328	481238344	153630003	37761	37143	23062	2777088	2130	346	/scratch1/btsheal/work/32/bbfc6554546c39d49760bd736b4ff5			gene-set-015	8	650	164
52/94da34	319	2667712.pbs02	visualize	gene-set-018	visualize (gene-set-018)	COMPLETED	0			1	86400000			1	1623208907342	1623208912047	1623208987043	79701	73508		103.6	0.3	439726080	1204408320	528629760	1266274304	481239426	153858202	35172	37143	31254	2760704	2160	786	/scratch1/btsheal/work/52/94da34d5743bcdff5ca7196c8d99ab			gene-set-018	12	650	164
d8/98ff3f	320	2667716.pbs02	visualize	gene-set-020	visualize (gene-set-020)	COMPLETED	0			1	86400000			1	1623208920480	1623208927052	1623208992033	71553	66456		106.2	0.3	438292480	1199661056	528232448	1262051328	481236209	153569050	30994	37143	18966	2768896	2130	170	/scratch1/btsheal/work/d8/98ff3f7a3fe2e838034b5e319840ed			gene-set-020	7	650	164
