hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	gene_set	n_genes	n_train_samples
87/8c8ed6	81	2658257.pbs02	train_target	gene-set-080	train_target (gene-set-080)	COMPLETED	0			1	86400000			1	1623184870503	1623184877950	1623184887953	17450	10133		96.4	1.1	1430388736	26179637248	1434284032	26186371072	266438608	83010724	21189	19706	7292458	7376896	3654	54	/scratch1/btsheal/work/87/8c8ed6753a0de8e5cb34dcadee7105			gene-set-080	16	407
59/f4fe6d	82	2658262.pbs02	train_target	gene-set-081	train_target (gene-set-081)	COMPLETED	0			1	86400000			1	1623184883640	1623184887961	1623184897954	14314	9833		94.4	1.2	1576435712	26286366720	1576435712	26286366720	266438537	83023029	25122	19706	7304746	7389184	6742	39	/scratch1/btsheal/work/59/f4fe6d23842c2b86508362ef899b32			gene-set-081	17	407
d0/a81181	80	2658267.pbs02	train_target	gene-set-079	train_target (gene-set-079)	COMPLETED	0			1	86400000			1	1623184896846	1623184898629	1623184912957	16111	9757		95.8	1.2	1578078208	26286166016	1578078208	26286166016	266438570	82912381	28405	19706	7194154	7278592	3570	36	/scratch1/btsheal/work/d0/a811818056e96e700cc937b238f9bd			gene-set-079	8	407
f6/aa1a9d	83	2658271.pbs02	train_target	gene-set-082	train_target (gene-set-082)	COMPLETED	0			1	86400000			1	1623184909925	1623184917953	1623184927959	18034	9759		96.1	1.2	1572524032	26285797376	1572524032	26285797376	266438526	83023018	20807	19706	7308842	7389184	3362	41	/scratch1/btsheal/work/f6/aa1a9d4544ba242244d2376efd0b65			gene-set-082	17	407
55/06ff03	84	2658277.pbs02	train_target	gene-set-083	train_target (gene-set-083)	COMPLETED	0			1	86400000			1	1623184923211	1623184927968	1623184937959	14748	10541		89.1	1.2	1600888832	26286551040	1600888832	26286551040	266438634	83035318	20808	19706	7317034	7401472	7025	51	/scratch1/btsheal/work/55/06ff03618da4a84c272d1095d79696			gene-set-083	18	407
1a/ec4243	85	2658283.pbs02	train_target	gene-set-084	train_target (gene-set-084)	COMPLETED	0			1	86400000			1	1623184936341	1623184942956	1623184952958	16617	9392		96.5	1.2	1602117632	26286616576	1602117632	26286616576	266438526	83023017	28374	19706	7304746	7389184	3644	49	/scratch1/btsheal/work/1a/ec4243ce426b8b191efabfa0001aa8			gene-set-084	17	407
90/383de9	86	2658287.pbs02	train_target	gene-set-085	train_target (gene-set-085)	COMPLETED	0			1	86400000			1	1623184949470	1623184957955	1623184967960	18490	9930		96.2	1.2	1584934912	26287218688	1584934912	26287218688	266438601	82986141	20807	19706	5674	7352320	3330	37	/scratch1/btsheal/work/90/383de953f2c0af1b2a0964c1ce4c0e			gene-set-085	14	407
88/3dfb55	87	2658292.pbs02	train_target	gene-set-086	train_target (gene-set-086)	COMPLETED	0			1	86400000			1	1623184962582	1623184963605	1623184977965	15383	9359		95.6	1.2	1602379776	26286166016	1602379776	26286166016	266438543	83023035	20830	19706	7304746	7389184	3634	37	/scratch1/btsheal/work/88/3dfb55dfa91006d6ec993be34ce84c			gene-set-086	17	407
87/650c23	88	2658297.pbs02	train_target	gene-set-087	train_target (gene-set-087)	COMPLETED	0			1	86400000			1	1623184975674	1623184982958	1623184992961	17287	10414		95.5	1.2	1604923392	26563416064	1604923392	26630524928	266438645	83072201	20808	19706	7353898	7438336	3646	41	/scratch1/btsheal/work/87/650c23dcfa22590de3df2bc7340956			gene-set-087	21	407
8b/42ca34	89	2658302.pbs02	train_target	gene-set-088	train_target (gene-set-088)	COMPLETED	0			1	86400000			1	1623184988831	1623184992970	1623185002961	14130	9699		96.2	1.2	1577373696	26288881664	1577373696	26288881664	266438457	82961558	20830	19706	7247402	7327744	3403	39	/scratch1/btsheal/work/8b/42ca34cf526cae20853b85af9e13dc			gene-set-088	12	407
26/57f44c	90	2658308.pbs02	train_target	gene-set-089	train_target (gene-set-089)	COMPLETED	0			1	86400000			1	1623185001966	1623185007959	1623185017967	16001	9687		95.0	1.2	1574002688	26286141440	1574002688	26286141440	266438495	82887780	20807	19706	7169578	7254016	3576	38	/scratch1/btsheal/work/26/57f44cdcf781b62f525a766f4ed912			gene-set-089	6	407
95/4cf477	91	2658313.pbs02	train_target	gene-set-090	train_target (gene-set-090)	COMPLETED	0			1	86400000			1	1623185015335	1623185022964	1623185032968	17633	9682		94.6	1.2	1578336256	26285531136	1578336256	26285531136	266438451	82887773	28884	19705	7173674	7254016	6833	38	/scratch1/btsheal/work/95/4cf477088a1c60172cf9a8fe3980a0			gene-set-090	6	407
be/b157f8	92	2658319.pbs02	train_target	gene-set-091	train_target (gene-set-091)	COMPLETED	0			1	86400000			1	1623185028496	1623185032977	1623185042968	14472	10137		96.5	1.1	1514897408	26244476928	1514897408	26244476928	266438535	82961548	25879	19706	7243306	7327744	3326	36	/scratch1/btsheal/work/be/b157f864d4d01d17031d961c929c82			gene-set-091	12	407
ae/adc560	93	2658324.pbs02	train_target	gene-set-092	train_target (gene-set-092)	COMPLETED	0			1	86400000			1	1623185041706	1623185047965	1623185057970	16264	9352		96.6	1.2	1593552896	26286862336	1593552896	26286862336	266438459	82887782	28957	19706	7169578	7254016	3629	28	/scratch1/btsheal/work/ae/adc56008ab70d24b3304ef4ad9b29f			gene-set-092	6	407
74/cfff50	94	2658329.pbs02	train_target	gene-set-093	train_target (gene-set-093)	COMPLETED	0			1	86400000			1	1623185054810	1623185062966	1623185072970	18160	10473		92.7	1.2	1598783488	26286100480	1598783488	26286100480	266438611	83010727	20807	19706	7292458	7376896	7010	39	/scratch1/btsheal/work/74/cfff507174f4ffa3b4a9c104e615a3			gene-set-093	16	407
fd/e8f4b5	95	2658334.pbs02	train_target	gene-set-094	train_target (gene-set-094)	COMPLETED	0			1	86400000			1	1623185067931	1623185072977	1623185082969	15038	9713		94.5	1.2	1577750528	26285830144	1577750528	26285830144	266438551	83072195	21434	19706	7353898	7438336	3395	38	/scratch1/btsheal/work/fd/e8f4b538b938ef9014dfe539d72b4f			gene-set-094	21	407
34/80f645	96	2658341.pbs02	train_target	gene-set-095	train_target (gene-set-095)	COMPLETED	0			1	86400000			1	1623185081075	1623185083618	1623185097970	16895	9680		95.9	1.2	1575120896	26285748224	1575120896	26285748224	266438608	82998436	23132	19706	7280170	7364608	3608	40	/scratch1/btsheal/work/34/80f64538d6a98bc4564bc63e1b2d22			gene-set-095	15	407
36/dfc665	97	2658346.pbs02	train_target	gene-set-096	train_target (gene-set-096)	COMPLETED	0			1	86400000			1	1623185094228	1623185097979	1623185107969	13741	9518		96.3	1.2	1577676800	26286440448	1577676800	26286440448	266438566	83059914	20820	19706	7341610	7426048	3617	36	/scratch1/btsheal/work/36/dfc665eeb60fcfe236feda74a85640			gene-set-096	20	407
41/b56739	98	2658351.pbs02	train_target	gene-set-097	train_target (gene-set-097)	COMPLETED	0			1	86400000			1	1623185107236	1623185112968	1623185122972	15736	9800		95.8	1.2	1576734720	26286202880	1576734720	26286202880	266438581	82924672	20808	19706	7206442	7290880	3510	38	/scratch1/btsheal/work/41/b567390f82cb3e05fca8f9acf03bd2			gene-set-097	9	407
e4/036a69	99	2658356.pbs02	train_target	gene-set-098	train_target (gene-set-098)	COMPLETED	0			1	86400000			1	1623185120418	1623185127970	1623185137973	17555	9326		97.1	1.2	1603289088	26286530560	1603289088	26286530560	266438525	83010728	28858	19706	7292458	7376896	3647	43	/scratch1/btsheal/work/e4/036a69dbf87a5834970fb9c70f46d2			gene-set-098	16	407
fb/5ee245	100	2658360.pbs02	train_target	gene-set-099	train_target (gene-set-099)	COMPLETED	0			1	86400000			1	1623185133620	1623185137980	1623185147973	14353	9840		95.8	1.2	1577717760	26288963584	1577717760	26288963584	266438646	83072202	20814	19706	7353898	7438336	3456	36	/scratch1/btsheal/work/fb/5ee245b0af7b85095db7b2d36b5674			gene-set-099	21	407
90/93ee62	3	2665610.pbs02	train_target	gene-set-001	train_target (gene-set-001)	COMPLETED	0			1	86400000			1	1623204720933	1623204722403	1623204741702	20769	12896		95.8	0.5	732102656	26077143040	748654592	26077143040	402292144	128246271	44312	31480	128194090	7327744	7363	53	/scratch1/btsheal/work/90/93ee62d7fe908134869feccacb862a			gene-set-001	12	650
7a/8c25b2	2	2665615.pbs02	train_target	gene-set-002	train_target (gene-set-002)	COMPLETED	0			1	86400000			1	1623204733908	1623204741767	1623204751697	17789	12237		98.0	1.2	1617584128	26326171648	1617584128	26326171648	402292185	128246263	31478	31480	7243306	7327744	3357	43	/scratch1/btsheal/work/7a/8c25b2f233937ab713746de3ccf8c0			gene-set-002	12	650
54/b7f89d	1	2665620.pbs02	train_target	gene-set-000	train_target (gene-set-000)	COMPLETED	0			1	86400000			1	1623204747009	1623204751756	1623204766698	19689	12498		98.1	1.1	1473576960	26219835392	1473576960	26219835392	402292159	128197076	29812	31480	7194154	7278592	3325	59	/scratch1/btsheal/work/54/b7f89d88665e02b47e5128f7701b6c			gene-set-000	8	650
c7/971ffe	4	2665625.pbs02	train_target	gene-set-004	train_target (gene-set-004)	COMPLETED	0			1	86400000			1	1623204760133	1623204766709	1623204781700	21567	13976		98.2	0.4	486940672	2376503296	494456832	2384035840	402292205	128295435	30339	31480	7292458	7376896	3263	46	/scratch1/btsheal/work/c7/971ffe508fa98f93c8cd53c560df9b			gene-set-004	16	650
46/cd16ab	5	2665630.pbs02	train_target	gene-set-003	train_target (gene-set-003)	COMPLETED	0			1	86400000			1	1623204773304	1623204776698	1623204791701	18397	12953		96.6	0.9	1150287872	26077143040	1150287872	26077143040	402292219	128307736	38416	31480	7304746	7389184	3529	110	/scratch1/btsheal/work/46/cd16abbc3ff2e056ef59d02e0c6420			gene-set-003	17	650
f0/b18160	6	2665635.pbs02	train_target	gene-set-005	train_target (gene-set-005)	COMPLETED	0			1	86400000			1	1623204786417	1623204791715	1623204806700	20283	13450		98.0	0.4	549875712	2485841920	649932800	2552950784	402292195	128283137	29830	31480	7280170	7364608	3275	46	/scratch1/btsheal/work/f0/b181605917d9f67ce7d3f851a07724			gene-set-005	15	650
2c/3fe163	7	2665640.pbs02	train_target	gene-set-006	train_target (gene-set-006)	COMPLETED	0			1	86400000			1	1623204799534	1623204806710	1623204816700	17166	12404		98.3	1.1	1502949376	26241376256	1502949376	26241376256	402292159	128197084	29811	31480	7194154	7278592	3330	51	/scratch1/btsheal/work/2c/3fe16367cb15b874278020eb5227c3			gene-set-006	8	650
4c/651d4e	8	2665644.pbs02	train_target	gene-set-008	train_target (gene-set-008)	COMPLETED	0			1	86400000			1	1623204812611	1623204816710	1623204831703	19092	12202		97.3	1.2	1618395136	26328821760	1618395136	26328821760	402292243	128356913	29868	31480	7357994	7438336	3421	47	/scratch1/btsheal/work/4c/651d4e58044c3f78b1155be89f548b			gene-set-008	21	650
fc/889c7e	9	2665649.pbs02	train_target	gene-set-007	train_target (gene-set-007)	COMPLETED	0			1	86400000			1	1623204825704	1623204831725	1623204846702	20998	13817		90.2	0.4	550572032	2416635904	651628544	2517950464	402292204	128356923	29811	31480	7353898	7438336	3274	46	/scratch1/btsheal/work/fc/889c7e5216d6dc3de31a03c9ff958c			gene-set-007	21	650
05/d23b18	10	2665654.pbs02	train_target	gene-set-010	train_target (gene-set-010)	COMPLETED	0			1	86400000			1	1623204838850	1623204846722	1623204856702	17852	12827		98.1	0.8	1081753600	26077147136	1081753600	26077147136	402292233	128356903	29843	31480	7353898	7438336	3309	45	/scratch1/btsheal/work/05/d23b1856ccd075bc01fa2c87c1a0ee			gene-set-010	21	650
16/ffad9f	11	2665660.pbs02	train_target	gene-set-009	train_target (gene-set-009)	COMPLETED	0			1	86400000			1	1623204854226	1623204861699	1623204871703	17477	12711		96.7	0.8	1108959232	26077147136	1108959232	26077147136	402292172	128233962	32493	31480	7231018	7315456	6797	91	/scratch1/btsheal/work/16/ffad9f4ecfa767fd0a45f3b0054c64			gene-set-009	11	650
e4/6c18f1	13	2665664.pbs02	train_target	gene-set-012	train_target (gene-set-012)	COMPLETED	0			1	86400000			1	1623204867415	1623204871712	1623204886705	19290	13155		98.1	0.4	557408256	7318511616	650326016	7442145280	402292141	128172490	30164	31480	7169578	7254016	3281	48	/scratch1/btsheal/work/e4/6c18f145b929ad4c97c0ad052371d0			gene-set-012	6	650
99/47537b	12	2665669.pbs02	train_target	gene-set-011	train_target (gene-set-011)	COMPLETED	0			1	86400000			1	1623204880523	1623204886717	1623204901704	21181	12688		98.3	0.9	1193189376	26077143040	1193189376	26077143040	402292189	128258555	33444	31480	7255594	7340032	3307	45	/scratch1/btsheal/work/99/47537b45a83d2846489532a9848d12			gene-set-011	13	650
36/b8bddc	14	2665674.pbs02	train_target	gene-set-013	train_target (gene-set-013)	COMPLETED	0			1	86400000			1	1623204893530	1623204901712	1623204911706	18176	12699		97.2	0.9	1169420288	26082549760	1169420288	26082549760	402292158	128197083	33630	31480	7194154	7278592	3445	51	/scratch1/btsheal/work/36/b8bddc57600a800ced10fe3c0c8bba			gene-set-013	8	650
f1/1db2b7	16	2665679.pbs02	train_target	gene-set-015	train_target (gene-set-015)	COMPLETED	0			1	86400000			1	1623204906618	1623204911721	1623204926707	20089	13466		96.5	0.5	714612736	13691469824	751058944	13691469824	402292160	128197085	40459	31480	7198250	7278592	3310	63	/scratch1/btsheal/work/f1/1db2b7fe7b1f5aba024ee3c9d27f8f			gene-set-015	8	650
69/679073	17	2665684.pbs02	train_target	gene-set-016	train_target (gene-set-016)	COMPLETED	0			1	86400000			1	1623204919749	1623204926723	1623204941707	21958	13389		98.1	0.4	551297024	2485841920	651571200	2552950784	402292189	128258555	29811	31480	7255594	7340032	3276	48	/scratch1/btsheal/work/69/67907342bf54ef86dcdd9029e560f0			gene-set-016	13	650
1e/dd6389	15	2665689.pbs02	train_target	gene-set-014	train_target (gene-set-014)	COMPLETED	0			1	86400000			1	1623204932868	1623204936705	1623204951707	18839	12672		97.6	1.0	1345548288	26154594304	1345548288	26154594304	402292151	128184788	31770	31480	7181866	7266304	3324	108	/scratch1/btsheal/work/1e/dd63899db69ebfd79e744fc25fc15f			gene-set-014	7	650
b3/560103	18	2665694.pbs02	train_target	gene-set-017	train_target (gene-set-017)	COMPLETED	0			1	86400000			1	1623204945962	1623204951722	1623204966709	20747	13241		98.4	0.4	552599552	2485841920	651321344	2552950784	402292154	128209367	29815	31480	7206442	7290880	3278	41	/scratch1/btsheal/work/b3/560103cd7764d92e85153d6d63d632			gene-set-017	9	650
5c/3af675	19	2665699.pbs02	train_target	gene-set-018	train_target (gene-set-018)	COMPLETED	0			1	86400000			1	1623204959052	1623204966719	1623204976709	17657	12450		97.7	1.1	1490132992	26231984128	1490132992	26231984128	402292191	128246261	31185	31480	7243306	7327744	3337	67	/scratch1/btsheal/work/5c/3af67597151b4e29b5bd3ac1da9e29			gene-set-018	12	650
1b/4f50e0	21	2665704.pbs02	train_target	gene-set-020	train_target (gene-set-020)	COMPLETED	0			1	86400000			1	1623204972215	1623204976717	1623204991714	19499	13662		98.5	0.4	488996864	2379046912	493879296	2384031744	402292163	128184792	34788	31480	7181866	7266304	3268	41	/scratch1/btsheal/work/1b/4f50e0c635ed698b7b36f8dfce97e5			gene-set-020	7	650
49/e632df	20	2665709.pbs02	train_target	gene-set-019	train_target (gene-set-019)	COMPLETED	0			1	86400000			1	1623204985334	1623204991725	1623205006719	21385	12742		96.7	0.8	1032454144	26077147136	1032454144	26077147136	402292221	128283149	31706	31480	7280170	7364608	6691	119	/scratch1/btsheal/work/49/e632df548d1f300607e848aaab481e			gene-set-019	15	650
d3/146eec	22	2665714.pbs02	train_target	gene-set-021	train_target (gene-set-021)	COMPLETED	0			1	86400000			1	1623204998421	1623205006728	1623205016720	18299	13272		98.0	0.4	551960576	2485846016	650297344	2552954880	402292165	128197082	29834	31480	7194154	7278592	3273	52	/scratch1/btsheal/work/d3/146eecf9e3a09473982bbfcebe1fcb			gene-set-021	8	650
de/d1ec24	23	2665718.pbs02	train_target	gene-set-022	train_target (gene-set-022)	COMPLETED	0			1	86400000			1	1623205011445	1623205016734	1623205031722	20277	12380		98.2	1.2	1568055296	26290589696	1568055296	26290589696	402292165	128209378	31803	31480	7206442	7290880	3361	60	/scratch1/btsheal/work/de/d1ec24dc3c3cb230cf169b631f1975			gene-set-022	9	650
c8/6d424b	24	2665723.pbs02	train_target	gene-set-023	train_target (gene-set-023)	COMPLETED	0			1	86400000			1	1623205024467	1623205031731	1623205041722	17255	12728		98.6	1.0	1374478336	26172620800	1374478336	26172620800	402292193	128246271	36377	31480	7243306	7327744	3303	48	/scratch1/btsheal/work/c8/6d424b2563001c25497646a5751ab6			gene-set-023	12	650
88/14ca21	25	2665728.pbs02	train_target	gene-set-024	train_target (gene-set-024)	COMPLETED	0			1	86400000			1	1623205037464	1623205041732	1623205056724	19260	12656		97.9	1.0	1291161600	26127884288	1291161600	26127884288	402292162	128209374	29810	31479	7210538	7290880	3303	111	/scratch1/btsheal/work/88/14ca216fb00a677b2d4f08626188a0			gene-set-024	9	650
73/a53862	26	2665733.pbs02	train_target	gene-set-025	train_target (gene-set-025)	COMPLETED	0			1	86400000			1	1623205050593	1623205056736	1623205066724	16131	12426		96.8	1.1	1466273792	26219315200	1466273792	26219315200	402292197	128270851	32846	31480	7267882	7352320	3313	40	/scratch1/btsheal/work/73/a5386296a26e3ac04548ebe60b89ea			gene-set-025	14	650
3f/1900f6	28	2665738.pbs02	train_target	gene-set-026	train_target (gene-set-026)	COMPLETED	0			1	86400000			1	1623205063762	1623205071720	1623205081724	17962	12522		98.0	1.1	1422049280	26197024768	1422049280	26197024768	402292214	128295438	29831	31480	1578	7376896	3325	129	/scratch1/btsheal/work/3f/1900f679bf7ae7217da4c476ac2358			gene-set-026	16	650
0b/4a947d	27	2665744.pbs02	train_target	gene-set-027	train_target (gene-set-027)	COMPLETED	0			1	86400000			1	1623205076902	1623205081738	1623205096726	19824	12677		98.3	0.9	1255817216	26109001728	1255817216	26109001728	402292179	128221668	31375	31480	7222826	7303168	3397	44	/scratch1/btsheal/work/0b/4a947d1681dbc6ae721cf1dcc38623			gene-set-027	10	650
a4/aa2117	29	2665748.pbs02	train_target	gene-set-028	train_target (gene-set-028)	COMPLETED	0			1	86400000			1	1623205089946	1623205096734	1623205111727	21781	13038		98.2	0.5	719056896	13146120192	719056896	13146120192	402292199	128246276	34587	31480	7243306	7327744	3300	114	/scratch1/btsheal/work/a4/aa211741c20e89329b7c03a98fd80d			gene-set-028	12	650
0f/91a4a2	30	2665753.pbs02	train_target	gene-set-029	train_target (gene-set-029)	COMPLETED	0			1	86400000			1	1623205103058	1623205107363	1623205121727	18669	12430		98.1	1.1	1470492672	26219855872	1470492672	26219855872	402292141	128172490	29843	31480	7169578	7254016	3397	43	/scratch1/btsheal/work/0f/91a4a26fa88467a5821cfdca624420			gene-set-029	6	650
4f/f1680b	31	2665757.pbs02	train_target	gene-set-031	train_target (gene-set-031)	COMPLETED	0			1	86400000			1	1623205116205	1623205121734	1623205136729	20524	12763		96.9	0.8	1092190208	26077147136	1092190208	26077147136	402292125	128233964	31883	31480	7231018	7315456	6687	50	/scratch1/btsheal/work/4f/f1680be591d2d34386796448389017			gene-set-031	11	650
4d/c4b639	33	2665762.pbs02	train_target	gene-set-032	train_target (gene-set-032)	COMPLETED	0			1	86400000			1	1623205129284	1623205136743	1623205146728	17444	13247		98.2	0.4	552595456	2485841920	651550720	2552950784	402292139	128172488	32479	31480	7169578	7254016	3275	52	/scratch1/btsheal/work/4d/c4b639724a5530d9b04576e60e2ba0			gene-set-032	6	650
1b/25d5ed	32	2665766.pbs02	train_target	gene-set-030	train_target (gene-set-030)	COMPLETED	0			1	86400000			1	1623205142265	1623205146739	1623205161728	19463	12635		97.6	1.0	1373790208	26165022720	1373790208	26165022720	402292191	128356910	34202	31480	7353898	7438336	3331	56	/scratch1/btsheal/work/1b/25d5edbf32f46bcfaef528008543ea			gene-set-030	21	650
7d/b36ad4	36	2665771.pbs02	train_target	gene-set-035	train_target (gene-set-035)	COMPLETED	0			1	86400000			1	1623205155434	1623205161737	1623205176727	21293	13295		98.5	0.4	554696704	2507546624	651280384	2552950784	402292159	128197084	34602	31480	7194154	7278592	3280	41	/scratch1/btsheal/work/7d/b36ad4ebc7772c1a1ddf1d07e82d02			gene-set-035	8	650
d0/5ece8d	34	2665776.pbs02	train_target	gene-set-033	train_target (gene-set-033)	COMPLETED	0			1	86400000			1	1623205168548	1623205176737	1623205186729	18181	12438		97.9	1.1	1502519296	26242605056	1502519296	26242605056	402292204	128283145	29811	31480	7280170	7364608	3325	116	/scratch1/btsheal/work/d0/5ece8d3e7a507c48e8d0250262dc1e			gene-set-033	15	650
30/904ce5	35	2665782.pbs02	train_target	gene-set-034	train_target (gene-set-034)	COMPLETED	0			1	86400000			1	1623205181601	1623205186742	1623205201729	20128	13429		97.7	0.4	550322176	2485846016	650477568	2552954880	402292142	128172491	29939	31480	7169578	7254016	3275	40	/scratch1/btsheal/work/30/904ce58041de1d7ad25d04c1b2b14a			gene-set-034	6	650
a3/e22507	39	2665786.pbs02	train_target	gene-set-038	train_target (gene-set-038)	COMPLETED	0			1	86400000			1	1623205194714	1623205201740	1623205211730	17016	12860		98.5	0.8	1103577088	26077143040	1103577088	26077143040	402292159	128197084	38270	31480	7194154	7278592	3300	59	/scratch1/btsheal/work/a3/e225076441ebbe61be0b817ed670a5			gene-set-038	8	650
ae/71f39c	38	2665791.pbs02	train_target	gene-set-037	train_target (gene-set-037)	COMPLETED	0			1	86400000			1	1623205207730	1623205211739	1623205226730	19000	12843		96.9	0.9	1238982656	26093924352	1238982656	26093924352	402292158	128209371	29811	31480	7206442	7290880	3447	47	/scratch1/btsheal/work/ae/71f39c830c06545deccf8eea677a88			gene-set-037	9	650
2f/e8b7cd	37	2665795.pbs02	train_target	gene-set-036	train_target (gene-set-036)	COMPLETED	0			1	86400000			1	1623205220866	1623205226741	1623205241730	20864	12674		97.7	0.9	1233608704	26088923136	1233608704	26088923136	402292164	128221666	32067	31479	7218730	7303168	3303	51	/scratch1/btsheal/work/2f/e8b7cdcd0fc703c17f537eac5ce35b			gene-set-036	10	650
4c/80c1e5	40	2665800.pbs02	train_target	gene-set-039	train_target (gene-set-039)	COMPLETED	0			1	86400000			1	1623205234056	1623205241738	1623205251732	17676	12169		98.3	1.2	1613029376	26325843968	1613029376	26325843968	402292205	128283147	38003	31480	7280170	7364608	3560	41	/scratch1/btsheal/work/4c/80c1e5c01cb8b1837981081cabb4c3			gene-set-039	15	650
1d/aa2b74	42	2665805.pbs02	train_target	gene-set-041	train_target (gene-set-041)	COMPLETED	0			1	86400000			1	1623205247055	1623205251743	1623205266733	19678	12637		95.9	1.1	1469222912	26220015616	1469222912	26220015616	402292247	128344629	29811	31480	7341610	7426048	6708	47	/scratch1/btsheal/work/1d/aa2b740ae0c487cc1472bfcb132c22			gene-set-041	20	650
b5/ddcd53	41	2665810.pbs02	train_target	gene-set-040	train_target (gene-set-040)	COMPLETED	0			1	86400000			1	1623205260157	1623205266742	1623205281734	21577	13050		98.4	0.5	716738560	13146120192	716738560	13146120192	402292238	128344620	37688	31480	7341610	7426048	3298	47	/scratch1/btsheal/work/b5/ddcd53a07eefd7483cfd10e00c7b80			gene-set-040	20	650
d2/9881e4	43	2665815.pbs02	train_target	gene-set-042	train_target (gene-set-042)	COMPLETED	0			1	86400000			1	1623205273320	1623205281741	1623205291733	18413	12444		97.3	1.2	1618927616	26325532672	1618927616	26325532672	402292190	128258555	29999	31480	7255594	7340032	3343	110	/scratch1/btsheal/work/d2/9881e4cac27f17fa34818f49ca3da0			gene-set-042	13	650
2b/2436e6	45	2665820.pbs02	train_target	gene-set-044	train_target (gene-set-044)	COMPLETED	0			1	86400000			1	1623205286489	1623205291741	1623205306741	20252	12764		98.1	0.8	1135415296	26077147136	1135415296	26077147136	402292188	128270842	29810	31479	7267882	7352320	3300	51	/scratch1/btsheal/work/2b/2436e61b52dcc6525f6f751fe7347a			gene-set-044	14	650
ac/0e006d	44	2665825.pbs02	train_target	gene-set-043	train_target (gene-set-043)	COMPLETED	0			1	86400000			1	1623205299625	1623205306748	1623205316744	17119	12327		97.8	1.2	1615847424	26326142976	1615847424	26326142976	402292233	128320038	33272	31480	7317034	7401472	3400	109	/scratch1/btsheal/work/ac/0e006d9a0953c49b81edf11b90936f			gene-set-043	18	650
62/f14a2b	46	2665830.pbs02	train_target	gene-set-045	train_target (gene-set-045)	COMPLETED	0			1	86400000			1	1623205312730	1623205316753	1623205331743	19013	13481		98.3	0.5	635015168	2517929984	635015168	2517929984	402292147	128184784	30573	31480	7181866	7266304	3270	47	/scratch1/btsheal/work/62/f14a2b6f7b9362476becb18aea52d1			gene-set-045	7	650
0c/69e111	47	2665835.pbs02	train_target	gene-set-046	train_target (gene-set-046)	COMPLETED	0			1	86400000			1	1623205325790	1623205331752	1623205346745	20955	12662		96.3	1.0	1305333760	26135711744	1305333760	26135711744	402292234	128332327	37231	31480	7329322	7413760	3308	120	/scratch1/btsheal/work/0c/69e1112d6ae3b8bae9d86abcc87ab1			gene-set-046	19	650
13/9dc832	48	2665840.pbs02	train_target	gene-set-047	train_target (gene-set-047)	COMPLETED	0			1	86400000			1	1623205338824	1623205346753	1623205356743	17919	12631		98.0	0.9	1259712512	26113413120	1259712512	26113413120	402292169	128233959	30744	31480	7231018	7315456	3301	43	/scratch1/btsheal/work/13/9dc832f39ea40fc9638957a117567c			gene-set-047	11	650
45/ede6a5	49	2665844.pbs02	train_target	gene-set-048	train_target (gene-set-048)	COMPLETED	0			1	86400000			1	1623205351844	1623205356761	1623205371745	19901	12756		98.1	0.8	1136865280	26077147136	1136865280	26077147136	402292221	128295434	29813	31480	1578	7376896	3304	111	/scratch1/btsheal/work/45/ede6a51b7d759ef840dacc68a28b7f			gene-set-048	16	650
1c/5d89a5	50	2665848.pbs02	train_target	gene-set-049	train_target (gene-set-049)	COMPLETED	0			1	86400000			1	1623205364880	1623205371758	1623205381749	16869	12428		98.0	1.1	1494392832	26236190720	1494392832	26236190720	402292159	128197084	31319	31480	7194154	7278592	3331	55	/scratch1/btsheal/work/1c/5d89a5abefaba8df7d17967b33862b			gene-set-049	8	650
6a/99d27f	51	2665853.pbs02	train_target	gene-set-050	train_target (gene-set-050)	COMPLETED	0			1	86400000			1	1623205377987	1623205381758	1623205396749	18762	12601		96.5	1.1	1456447488	26211307520	1456447488	26211307520	402292171	128332314	29811	31480	7329322	7413760	6686	48	/scratch1/btsheal/work/6a/99d27f016e6cf052f8524ee2cd1396			gene-set-050	19	650
91/d566a3	52	2665857.pbs02	train_target	gene-set-051	train_target (gene-set-051)	COMPLETED	0			1	86400000			1	1623205391009	1623205396758	1623205411749	20740	13334		97.9	0.4	552304640	2485846016	651096064	2552954880	402292140	128172489	29814	31480	7169578	7254016	3274	46	/scratch1/btsheal/work/91/d566a31cd33f57246e281b2c6d1017			gene-set-051	6	650
79/ada795	53	2665861.pbs02	train_target	gene-set-052	train_target (gene-set-052)	COMPLETED	0			1	86400000			1	1623205404243	1623205411757	1623205421749	17506	12502		97.6	1.1	1507033088	26247372800	1507033088	26247372800	402292162	128209374	29811	31480	7206442	7290880	3327	119	/scratch1/btsheal/work/79/ada7955ac681e70a82d511b752d7b5			gene-set-052	9	650
