hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	dataset	hardware_type	chunks	threads
e3/75e8e2	93	2193149.pbs02	similarity_chunk	Yeast.003.001/12	similarity_chunk (Yeast.003.001/12)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598537446	1618598541591	1618598551569	14123	9567		97.6	0.1	149114880.0	1855029248.0	149487616.0	1954676736.0	2703052.0	7244213.0	1461.0	173.0	2087572.0	2940524.0	458.0	66.0	/scratch1/btsheal/work/e3/75e8e275b21ec22dbecad437a7de2a			Yeast.003.001	cpu	16	2
d5/da1462	94	2193150.pbs02	similarity_chunk	Yeast.003.001/13	similarity_chunk (Yeast.003.001/13)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598540690	1618598546574	1618598556549	15859	9611		97.7	0.1	149086208.0	1856315392.0	149417984.0	1915109376.0	2703044.0	7298053.0	1459.0	172.0	2087572.0	2994372.0	299.0	108.0	/scratch1/btsheal/work/d5/da1462b84864483c963169fae21f71			Yeast.003.001	cpu	16	2
a6/8c8ff5	96	2193152.pbs02	similarity_chunk	Yeast.003.001/15	similarity_chunk (Yeast.003.001/15)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598547989	1618598552490	1618598556573	8584	2485		92.6	0.1	147931136.0	1854193664.0	148676608.0	1954676736.0	2703071.0	4789343.0	1459.0	157.0	2087572.0	485716.0	311.0	31.0	/scratch1/btsheal/work/a6/8c8ff5efaf2bdabd6fa6c39c363c17			Yeast.003.001	cpu	16	2
6b/10722c	95	2193151.pbs02	similarity_chunk	Yeast.003.001/14	similarity_chunk (Yeast.003.001/14)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598545024	1618598552486	1618598561550	16526	9271		97.7	0.1	148066304.0	1855045632.0	148226048.0	1914097664.0	2703041.0	7398117.0	1459.0	172.0	2087572.0	3094436.0	411.0	56.0	/scratch1/btsheal/work/6b/10722c2d621d9002c0f96a909b6d03			Yeast.003.001	cpu	16	2
10/0cd380	97	2193153.pbs02	similarity_chunk	Yeast.005.001/0	similarity_chunk (Yeast.005.001/0)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598551072	1618598556586	1618598581548	30476	25087		98.9	0.1	152731648.0	1857110016.0	153264128.0	1954967552.0	4074577.0	12027004.0	1544.0	209.0	3459068.0	7723176.0	371.0	95.0	/scratch1/btsheal/work/10/0cd38086f4a54c7e2d018afbc3b737			Yeast.005.001	cpu	16	2
87/df4115	98	2193154.pbs02	similarity_chunk	Yeast.005.001/1	similarity_chunk (Yeast.005.001/1)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598554069	1618598561571	1618598586552	32483	24684		98.9	0.1	150315008.0	1857028096.0	150867968.0	1916801024.0	4074550.0	12739751.0	1543.0	209.0	3459068.0	8435920.0	350.0	105.0	/scratch1/btsheal/work/87/df411542d4d1c5f5a6a8a7a5dec380			Yeast.005.001	cpu	16	2
73/51cb52	100	2193155.pbs02	similarity_chunk	Yeast.005.001/3	similarity_chunk (Yeast.005.001/3)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598557089	1618598561574	1618598586570	29481	24907		98.9	0.1	150159360.0	1857970176.0	150659072.0	1916809216.0	4074550.0	12228620.0	1544.0	209.0	3459068.0	7924788.0	521.0	91.0	/scratch1/btsheal/work/73/51cb523ee07bac25794f66a8255aab			Yeast.005.001	cpu	16	2
bf/c56655	99	2193156.pbs02	similarity_chunk	Yeast.005.001/2	similarity_chunk (Yeast.005.001/2)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598560182	1618598566552	1618598591551	31369	25082		99.0	0.1	150372352.0	1856983040.0	150712320.0	1916755968.0	4074547.0	11675724.0	1544.0	209.0	3459068.0	7371892.0	380.0	101.0	/scratch1/btsheal/work/bf/c56655e2ecd66e8a2e1ef7e0ef6613			Yeast.005.001	cpu	16	2
d6/16968a	101	2193157.pbs02	similarity_chunk	Yeast.005.001/4	similarity_chunk (Yeast.005.001/4)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598563076	1618598571557	1618598596570	33494	25521		98.5	0.1	150544384.0	1857912832.0	150544384.0	1954967552.0	4074547.0	12338436.0	1544.0	209.0	3459068.0	8034604.0	521.0	96.0	/scratch1/btsheal/work/d6/16968ace4309cb30f07e679070853a			Yeast.005.001	cpu	16	2
04/323a5c	103	2193158.pbs02	similarity_chunk	Yeast.005.001/6	similarity_chunk (Yeast.005.001/6)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598566145	1618598571562	1618598596586	30441	24860		97.7	0.1	152465408.0	1857040384.0	152944640.0	1954967552.0	4074528.0	11216952.0	1544.0	209.0	3459068.0	6913124.0	519.0	110.0	/scratch1/btsheal/work/04/323a5c7c7cd79351a68fd4f45b1ce2			Yeast.005.001	cpu	16	2
f6/6db8ee	102	2193159.pbs02	similarity_chunk	Yeast.005.001/5	similarity_chunk (Yeast.005.001/5)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598569117	1618598576560	1618598601573	32456	25053		98.9	0.1	151048192.0	1858256896.0	151048192.0	1954967552.0	4074582.0	11948780.0	1543.0	209.0	3459068.0	7644948.0	372.0	275.0	/scratch1/btsheal/work/f6/6db8eeba80cabf24b42571c36f08c8			Yeast.005.001	cpu	16	2
3d/12e811	104	2193160.pbs02	similarity_chunk	Yeast.005.001/7	similarity_chunk (Yeast.005.001/7)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598572069	1618598576563	1618598601593	29524	24852		98.9	0.1	150687744.0	1858113536.0	150700032.0	1916833792.0	4074571.0	12011312.0	1542.0	208.0	3459068.0	7707488.0	542.0	98.0	/scratch1/btsheal/work/3d/12e8116e5076ebb53848627f79ec09			Yeast.005.001	cpu	16	2
f7/66dca5	105	2193161.pbs02	similarity_chunk	Yeast.005.001/8	similarity_chunk (Yeast.005.001/8)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598574925	1618598581581	1618598606576	31651	24692		98.9	0.1	151756800.0	1857961984.0	151801856.0	1954967552.0	4074507.0	11879447.0	1543.0	208.0	3459068.0	7575624.0	390.0	167.0	/scratch1/btsheal/work/f7/66dca5a17fc79d640ab119cef8a385			Yeast.005.001	cpu	16	2
93/3bf46c	106	2193162.pbs02	similarity_chunk	Yeast.005.001/9	similarity_chunk (Yeast.005.001/9)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598577819	1618598586593	1618598611574	33755	25166		99.0	0.1	152649728.0	1857908736.0	152649728.0	1954967552.0	4074561.0	12450583.0	1544.0	209.0	3459068.0	8146752.0	533.0	93.0	/scratch1/btsheal/work/93/3bf46c22511eca1566b19e071b45c5			Yeast.005.001	cpu	16	2
36/701aa9	107	2193163.pbs02	similarity_chunk	Yeast.005.001/10	similarity_chunk (Yeast.005.001/10)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598580839	1618598586596	1618598611594	30755	25143		98.8	0.1	150626304.0	1857032192.0	151089152.0	1916805120.0	4074573.0	12046512.0	1542.0	209.0	3459073.0	7742680.0	464.0	232.0	/scratch1/btsheal/work/36/701aa92fc8d3a8ebe9f1fb6aea9b07			Yeast.005.001	cpu	16	2
0a/7c5e19	109	2193164.pbs02	similarity_chunk	Yeast.005.001/12	similarity_chunk (Yeast.005.001/12)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598583866	1618598591582	1618598616573	32707	24691		98.3	0.1	150769664.0	1857941504.0	151363584.0	1954967552.0	4074593.0	11740170.0	1544.0	209.0	3459073.0	7436340.0	533.0	106.0	/scratch1/btsheal/work/0a/7c5e19afb2176ee11d897730eaf0a9			Yeast.005.001	cpu	16	2
4b/c656d2	108	2193165.pbs02	similarity_chunk	Yeast.005.001/11	similarity_chunk (Yeast.005.001/11)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598586881	1618598591585	1618598616594	29713	25149		98.9	0.1	151158784.0	1858105344.0	151158784.0	1916825600.0	4074556.0	12350732.0	1543.0	209.0	3459073.0	8046900.0	347.0	106.0	/scratch1/btsheal/work/4b/c656d21fe14607f93cb1bba359514d			Yeast.005.001	cpu	16	2
98/9f7704	112	2193168.pbs02	similarity_chunk	Yeast.005.001/15	similarity_chunk (Yeast.005.001/15)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598595743	1618598601622	1618598616624	20881	15294		98.4	0.1	151773184.0	1858093056.0	151818240.0	1916813312.0	4074536.0	10000315.0	1542.0	186.0	3459073.0	5696584.0	509.0	80.0	/scratch1/btsheal/work/98/9f7704ad0b9b8d7245e11ed8f895a7			Yeast.005.001	cpu	16	2
82/334cd4	110	2193166.pbs02	similarity_chunk	Yeast.005.001/13	similarity_chunk (Yeast.005.001/13)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598589849	1618598596603	1618598621577	31728	25043		98.9	0.1	152875008.0	1858142208.0	152875008.0	1916862464.0	4074547.0	12591555.0	1543.0	208.0	3459073.0	8287732.0	522.0	93.0	/scratch1/btsheal/work/82/334cd44193c032c4ba96990cdbad00			Yeast.005.001	cpu	16	2
f0/960205	111	2193167.pbs02	similarity_chunk	Yeast.005.001/14	similarity_chunk (Yeast.005.001/14)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598592852	1618598601619	1618598626576	33724	24263		99.0	0.1	150765568.0	1857085440.0	150765568.0	1954967552.0	4074552.0	11112864.0	1544.0	209.0	3459073.0	6809032.0	382.0	91.0	/scratch1/btsheal/work/f0/960205997498b5719aed7c809f9a18			Yeast.005.001	cpu	16	2
9a/fc4466	113	2193169.pbs02	similarity_chunk	Yeast.008.001/0	similarity_chunk (Yeast.008.001/0)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598598666	1618598606608	1618598671580	72914	62214		98.9	0.1	153567232.0	1860317184.0	153616384.0	1919197184.0	6123619.0	24494129.0	1668.0	294.0	5508126.0	20189972.0	418.0	161.0	/scratch1/btsheal/work/9a/fc4466e2cc2194f31372fa4dcd0054			Yeast.008.001	cpu	16	2
31/b3da7d	115	2193170.pbs02	similarity_chunk	Yeast.008.001/3	similarity_chunk (Yeast.008.001/3)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598601775	1618598606612	1618598671603	69828	63398		99.4	0.1	153083904.0	1860472832.0	153284608.0	1955344384.0	6123625.0	24050857.0	1670.0	296.0	5508126.0	19746680.0	558.0	182.0	/scratch1/btsheal/work/31/b3da7d258735eea0a25f4720add24c			Yeast.008.001	cpu	16	2
99/3f97cd	116	2193171.pbs02	similarity_chunk	Yeast.008.001/2	similarity_chunk (Yeast.008.001/2)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598604727	1618598612532	1618598671620	66893	61588		99.3	0.1	155783168.0	1860292608.0	155783168.0	1919143936.0	6123637.0	25271341.0	1670.0	296.0	5508126.0	20967164.0	420.0	555.0	/scratch1/btsheal/work/99/3f97cd9526663e23c0c3215688c2ee			Yeast.008.001	cpu	16	2
7a/bcc159	114	2193172.pbs02	similarity_chunk	Yeast.008.001/1	similarity_chunk (Yeast.008.001/1)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598607749	1618598612536	1618598676579	68830	62233		99.3	0.1	152965120.0	1860321280.0	153178112.0	1919299584.0	6123638.0	24240386.0	1670.0	296.0	5508126.0	19936208.0	723.0	167.0	/scratch1/btsheal/work/7a/bcc159635d48c0d08ec3741ee0d9c2			Yeast.008.001	cpu	16	2
64/5c3ff4	117	2193173.pbs02	similarity_chunk	Yeast.008.001/4	similarity_chunk (Yeast.008.001/4)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598610651	1618598612539	1618598676598	65947	61324		99.4	0.1	153628672.0	1860513792.0	153628672.0	1955344384.0	6123619.0	23961391.0	1669.0	296.0	5508126.0	19657216.0	436.0	175.0	/scratch1/btsheal/work/64/5c3ff43ab81d9c4e234a638dd1774c			Yeast.008.001	cpu	16	2
64/7e3308	118	2193174.pbs02	similarity_chunk	Yeast.008.001/5	similarity_chunk (Yeast.008.001/5)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598613617	1618598621611	1618598681580	67963	62709		99.3	0.1	153702400.0	1860517888.0	153702400.0	1955340288.0	6123612.0	23850085.0	1669.0	295.0	5508126.0	19545916.0	718.0	160.0	/scratch1/btsheal/work/64/7e3308ffa9fca4ba12259877478a41			Yeast.008.001	cpu	16	2
85/1c3b69	119	2193175.pbs02	similarity_chunk	Yeast.008.001/6	similarity_chunk (Yeast.008.001/6)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598616543	1618598621615	1618598686581	70038	61752		99.3	0.1	153554944.0	1860468736.0	153563136.0	1919188992.0	6123636.0	24028171.0	1669.0	296.0	5508126.0	19723996.0	736.0	191.0	/scratch1/btsheal/work/85/1c3b694f6381ca76724fb744d29e82			Yeast.008.001	cpu	16	2
60/10fa64	120	2193176.pbs02	similarity_chunk	Yeast.008.001/8	similarity_chunk (Yeast.008.001/8)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598619528	1618598626607	1618598686603	67075	61860		99.4	0.1	153296896.0	1860706304.0	153559040.0	1955344384.0	6123611.0	23645090.0	1670.0	296.0	5508126.0	19340912.0	422.0	159.0	/scratch1/btsheal/work/60/10fa640e01ab803fb094e1af6df3be			Yeast.008.001	cpu	16	2
3d/d04e58	121	2193177.pbs02	similarity_chunk	Yeast.008.001/7	similarity_chunk (Yeast.008.001/7)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598622551	1618598631592	1618598691581	69030	62186		99.4	0.1	152670208.0	1860468736.0	152768512.0	1919188992.0	6123609.0	26004863.0	1669.0	296.0	5508126.0	21700684.0	727.0	179.0	/scratch1/btsheal/work/3d/d04e58774526be627ba1d211de03d3			Yeast.008.001	cpu	16	2
8f/9a06da	122	2193178.pbs02	similarity_chunk	Yeast.008.001/9	similarity_chunk (Yeast.008.001/9)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598625605	1618598631597	1618598696583	70978	63368		99.4	0.1	155320320.0	1860481024.0	155721728.0	1919565824.0	6123608.0	24086478.0	1670.0	296.0	5508126.0	19782296.0	485.0	178.0	/scratch1/btsheal/work/8f/9a06da0a11b43b6da4b5d54150d72b			Yeast.008.001	cpu	16	2
51/856e6d	123	2193179.pbs02	similarity_chunk	Yeast.008.001/10	similarity_chunk (Yeast.008.001/10)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598628604	1618598636596	1618598701583	72979	64076		99.3	0.1	153841664.0	1860276224.0	153841664.0	1919246336.0	6123603.0	24855179.0	1668.0	295.0	5508131.0	20551008.0	739.0	175.0	/scratch1/btsheal/work/51/856e6d2f5e04b015bee921c64c1113			Yeast.008.001	cpu	16	2
24/1ad5fc	128	2193184.pbs02	similarity_chunk	Yeast.008.001/15	similarity_chunk (Yeast.008.001/15)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598643921	1618598651603	1618598706593	62672	52686		98.9	0.1	153284608.0	1860280320.0	153309184.0	1955344384.0	6123653.0	19001438.0	1670.0	269.0	5516323.0	14697368.0	747.0	232.0	/scratch1/btsheal/work/24/1ad5fc794ffa2f203c843c18f7ec3d			Yeast.008.001	cpu	16	2
87/984e9d	129	2193185.pbs02	similarity_chunk	Yeast.007.001/1	similarity_chunk (Yeast.007.001/1)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598646844	1618598651607	1618598706615	59771	51577		99.2	0.1	152850432.0	1859538944.0	153300992.0	1918373888.0	5446015.0	19705858.0	1626.0	262.0	4973885.0	15401820.0	513.0	152.0	/scratch1/btsheal/work/87/984e9de48ebacf267fc4b4ff0b14fe			Yeast.007.001	cpu	16	2
85/e2be7d	124	2193180.pbs02	similarity_chunk	Yeast.008.001/11	similarity_chunk (Yeast.008.001/11)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598631717	1618598641595	1618598711583	79866	67409		99.4	0.1	153272320.0	1860472832.0	153272320.0	1955344384.0	6123581.0	24727150.0	1669.0	296.0	5508131.0	20422960.0	750.0	365.0	/scratch1/btsheal/work/85/e2be7dc1610df28a41343ae9692c9c			Yeast.008.001	cpu	16	2
34/97dae3	125	2193181.pbs02	similarity_chunk	Yeast.008.001/12	similarity_chunk (Yeast.008.001/12)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598634906	1618598641599	1618598711604	76698	69026		99.4	0.1	155557888.0	1860562944.0	155557888.0	1919283200.0	6123621.0	25408930.0	1669.0	295.0	5508131.0	21104752.0	745.0	207.0	/scratch1/btsheal/work/34/97dae3a8a4a8540d768aaecb37e38c			Yeast.008.001	cpu	16	2
d6/5c5978	127	2193182.pbs02	similarity_chunk	Yeast.008.001/14	similarity_chunk (Yeast.008.001/14)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598638068	1618598646599	1618598711621	73553	65776		99.2	0.1	154333184.0	1860632576.0	154333184.0	1919352832.0	6123652.0	23464894.0	1669.0	296.0	5508131.0	19160712.0	788.0	319.0	/scratch1/btsheal/work/d6/5c5978cedb1e526b60916001e2fdbe			Yeast.008.001	cpu	16	2
13/218259	126	2193183.pbs02	similarity_chunk	Yeast.008.001/13	similarity_chunk (Yeast.008.001/13)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598640957	1618598646603	1618598711641	70684	64053		99.4	0.1	153268224.0	1860472832.0	153268224.0	1955344384.0	6123623.0	22169139.0	1668.0	295.0	5508131.0	17864968.0	724.0	606.0	/scratch1/btsheal/work/13/2182597c4a3d6a3f90c55f6ed733ed			Yeast.008.001	cpu	16	2
57/e4d465	130	2193186.pbs02	similarity_chunk	Yeast.007.001/0	similarity_chunk (Yeast.007.001/0)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598649739	1618598656607	1618598711660	61921	52902		99.2	0.1	152424448.0	1859497984.0	152895488.0	1918382080.0	5446079.0	19992059.0	1627.0	262.0	4830525.0	15688020.0	660.0	204.0	/scratch1/btsheal/work/57/e4d46574197282e25d96418a824e5d			Yeast.007.001	cpu	16	2
71/3b0b06	131	2193187.pbs02	similarity_chunk	Yeast.007.001/2	similarity_chunk (Yeast.007.001/2)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598652672	1618598656611	1618598711679	59007	51666		99.3	0.1	153395200.0	1859723264.0	153452544.0	1918595072.0	5446014.0	19621906.0	1626.0	262.0	4830525.0	15317868.0	539.0	758.0	/scratch1/btsheal/work/71/3b0b0626d8be43938ccc824ea37e02			Yeast.007.001	cpu	16	2
8f/7a42d4	132	2193188.pbs02	similarity_chunk	Yeast.007.001/3	similarity_chunk (Yeast.007.001/3)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598655631	1618598661605	1618598711695	56064	51367		99.2	0.1	152522752.0	1859678208.0	152522752.0	1918500864.0	5446020.0	21091498.0	1627.0	263.0	4830525.0	16787452.0	667.0	178.0	/scratch1/btsheal/work/8f/7a42d49ba357d4c2483a06eb486ff1			Yeast.007.001	cpu	16	2
3b/7ab406	133	2193189.pbs02	similarity_chunk	Yeast.007.001/4	similarity_chunk (Yeast.007.001/4)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598658525	1618598666615	1618598716582	58057	50780		99.3	0.1	152530944.0	1859514368.0	152530944.0	1955213312.0	5446010.0	18761822.0	1627.0	262.0	4830525.0	14457784.0	653.0	164.0	/scratch1/btsheal/work/3b/7ab406bb77a17cbef675793915bea9			Yeast.007.001	cpu	16	2
8c/82f648	135	2193190.pbs02	similarity_chunk	Yeast.007.001/6	similarity_chunk (Yeast.007.001/6)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598661506	1618598666624	1618598721583	60077	52682		99.2	0.1	154742784.0	1859547136.0	155021312.0	1918533632.0	5446042.0	18484322.0	1628.0	263.0	4830525.0	14180276.0	644.0	178.0	/scratch1/btsheal/work/8c/82f648bd08950f34816e4a968e4627			Yeast.007.001	cpu	16	2
ef/579d3d	136	2193191.pbs02	similarity_chunk	Yeast.007.001/7	similarity_chunk (Yeast.007.001/7)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598664512	1618598672581	1618598721604	57092	50268		99.3	0.1	153059328.0	1859522560.0	153108480.0	1918242816.0	5446019.0	19371755.0	1627.0	263.0	4830525.0	15067708.0	657.0	171.0	/scratch1/btsheal/work/ef/579d3def973cd7c7f7ff978b016a68			Yeast.007.001	cpu	16	2
04/efd155	138	2193193.pbs02	similarity_chunk	Yeast.007.001/9	similarity_chunk (Yeast.007.001/9)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598670418	1618598672587	1618598721625	51207	47057		99.2	0.1	152760320.0	1859751936.0	153235456.0	1918472192.0	5446037.0	20531390.0	1628.0	263.0	4830525.0	16227348.0	394.0	132.0	/scratch1/btsheal/work/04/efd155b86c6a627fafb24fa2bf6073			Yeast.007.001	cpu	16	2
ed/9d1f7a	137	2193192.pbs02	similarity_chunk	Yeast.007.001/8	similarity_chunk (Yeast.007.001/8)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598667498	1618598672584	1618598726584	59086	53483		99.0	0.1	154198016.0	1859809280.0	154570752.0	1955217408.0	5446042.0	20184775.0	1627.0	263.0	4830525.0	15880728.0	653.0	164.0	/scratch1/btsheal/work/ed/9d1f7ac180c0b3a742f47374875931			Yeast.007.001	cpu	16	2
b9/d40aef	134	2193194.pbs02	similarity_chunk	Yeast.007.001/5	similarity_chunk (Yeast.007.001/5)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598673262	1618598681632	1618598731583	58321	49794		99.3	0.1	152375296.0	1859678208.0	152551424.0	1918398464.0	5446023.0	19897303.0	1627.0	263.0	4830525.0	15593256.0	669.0	170.0	/scratch1/btsheal/work/b9/d40aef76f98ed97a54ba7cf2bc598c			Yeast.007.001	cpu	16	2
bc/98ce24	140	2193195.pbs02	similarity_chunk	Yeast.007.001/12	similarity_chunk (Yeast.007.001/12)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598676230	1618598681635	1618598731601	55371	48593		99.2	0.1	152211456.0	1859936256.0	152211456.0	1955217408.0	5446036.0	18754402.0	1627.0	262.0	4830530.0	14450364.0	480.0	528.0	/scratch1/btsheal/work/bc/98ce240145041ff0a8808cc2da1c43			Yeast.007.001	cpu	16	2
58/3d06c1	144	2193201.pbs02	similarity_chunk	Yeast.007.001/15	similarity_chunk (Yeast.007.001/15)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598690695	1618598696647	1618598731629	40934	30838		97.9	0.1	154116096.0	1859514368.0	154460160.0	1955217408.0	5446015.0	13931358.0	1628.0	230.0	4830530.0	9627444.0	374.0	244.0	/scratch1/btsheal/work/58/3d06c1f37cfe10aed133b5ad492fa5			Yeast.007.001	cpu	16	2
8b/60c1b7	139	2193197.pbs02	similarity_chunk	Yeast.007.001/10	similarity_chunk (Yeast.007.001/10)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598679112	1618598686655	1618598736583	57471	48437		99.2	0.1	152031232.0	1859682304.0	152031232.0	1955217408.0	5446034.0	20022798.0	1627.0	262.0	4830530.0	15718760.0	666.0	155.0	/scratch1/btsheal/work/8b/60c1b79ac1e48cf58f3597b56cc941			Yeast.007.001	cpu	16	2
ca/aff965	141	2193198.pbs02	similarity_chunk	Yeast.007.001/11	similarity_chunk (Yeast.007.001/11)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598682045	1618598686659	1618598736604	54559	48010		99.2	0.1	152043520.0	1859678208.0	152043520.0	1955217408.0	5446026.0	19515913.0	1628.0	263.0	4830530.0	15211868.0	427.0	275.0	/scratch1/btsheal/work/ca/aff96545e01cae5f3ac9a1a97b6afc			Yeast.007.001	cpu	16	2
ee/3c6096	142	2193199.pbs02	similarity_chunk	Yeast.007.001/14	similarity_chunk (Yeast.007.001/14)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598684909	1618598691640	1618598741584	56675	47560		99.3	0.1	152608768.0	1859788800.0	152748032.0	1918664704.0	5446024.0	19607497.0	1627.0	263.0	4830530.0	15303452.0	662.0	156.0	/scratch1/btsheal/work/ee/3c60968aa8383d56113e6c86333bd9			Yeast.007.001	cpu	16	2
d2/d77baa	143	2193200.pbs02	similarity_chunk	Yeast.007.001/13	similarity_chunk (Yeast.007.001/13)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	86400000			1	1618598687766	1618598691643	1618598741605	53839	46761		99.2	0.1	152342528.0	1859969024.0	152690688.0	1955217408.0	5446040.0	18512090.0	1628.0	263.0	4830530.0	14208048.0	640.0	154.0	/scratch1/btsheal/work/d2/d77baa372a871bd374daccdde8fa60			Yeast.007.001	cpu	16	2
